,DGAT1i+2i,DGAT1i+2i,DGAT1i+2i,DGAT1i,DGAT1i,DGAT1i,DGAT2i,DGAT2i,DGAT2i,OA,OA,OA
Metabolite.name,1i_2i_01,1i_2i_02,1i_2i_03,1i_01,1i_02,1i_03,2i_01,2i_02,2i_03,OA_01,OA_02,OA_03
PC 8:0_34:8,1450029,4749152,2186412,1488782,1295004,4749668,2324096,4844181,5157792,2532350,1980211,5862831
PC 8:0_36:5,4037703,4017874,5698782,6325704,5272622,4064957,9061553,5089064,8151562,5912344,3936954,4647559
PC 8:0_36:6,6228631,8631127,8701967,8669670,11152617,13535894,6786945,7519052,5014354,5558934,5275088,6341340
PC 8:0_38:10,383446,2146858,2689330,51903,212860,0,759267,356942,803999,1575218,1960949,354178
PC 8:0_40:11,730515,1520596,2759866,210210,1119287,1098222,712946,822341,534600,1500202,1249013,748230
PC 8:0_40:6,22932514,29057092,28107074,22453206,28142282,34143032,21739252,25423708,19943840,18052022,18638810,18832658
PC 8:0_40:7,20384418,41381456,37570568,33032582,36654576,43717876,26863996,30538516,25970452,27061506,26714818,25593092
PC 8:0_42:10,1773772,2635075,1762537,671198,922134,1454451,486863,204416,357555,1194528,506848,689877
PC 8:0_42:3,780593,1935730,3270324,544224,84543,202563,724704,1649304,2016453,3825111,3543641,3336969
PC 8:0_42:7,57673072,79874296,75463384,57786776,66590108,105485912,50623900,78637512,55833392,46602092,69302792,78946328
PC 8:0_42:8,35083148,58347368,26720804,27747108,27937712,25152922,90046904,58767048,105580584,179123920,117742672,94697920
PC 8:0_44:11,1121339,6029206,4693803,1011120,327804,199111,3019683,2595679,1480200,3296727,1525592,4419068
PE 10:0_44:11,672370,1544961,2979640,207978,42926,134502,673142,1503175,1875199,1903764,3097376,2725619
PE 12:0_44:8,436825,933194,891706,220240,214747,612641,547840,1536601,983492,635062,557417,1313439
PE 16:2_42:12,0,1735216,11684313,94219,0,0,996609,1160463,0,1380641,1438589,1921848
PE 16:3_26:7,618907,4105732,3572775,4312430,4887144,4912378,3849870,3692419,3869523,3325600,4018010,3546989
PE 16:3_32:9,7494050,7109366,5705123,7384734,7846279,7879526,7449424,7810084,7226824,6598602,6585894,7087916
PE 16:4_26:7,3257552,9354286,7586306,8679022,9185329,8833467,8414825,9984641,9981924,7976196,9001243,8929427
PE 16:4_34:9,6041728,5162174,4715174,3485860,4556868,3540178,3615298,3522540,3115191,2991521,3086261,2168119
PE 18:1_20:1,401519104,729624768,680884224,341187584,409866112,467124896,649244608,313543168,651491520,301163936,285035456,291816512
PE 18:1_20:2,39340792,41711032,37404500,32418108,35347564,43338132,41116676,41481804,35952524,36144212,39069016,38173564
PE 18:4_44:12,12477785,39126484,160049264,6306733,2034812,2811706,30023702,10772688,13010004,49637260,35203752,30674672
PE 18:5_26:7,4297060,5838767,5210277,2516998,2879078,3768873,5577124,4936954,5982416,4843912,5863510,4937646
PE 18:5_36:10,471966,504774,464252,481399,562264,298733,141059,71581,941380,19037,110328,628865
PE 18:5_42:12,8396342,7802083,7752974,6235932,7056314,8142888,4877156,5071607,4694504,6137834,5562866,4443114
PE 18:5_44:12,1348286,1196714,1392061,773483,1397212,757987,805145,639667,1619242,1458587,1379904,851710
PE 20:4_44:12,2661061,3225740,1594489,2620712,4266023,4091705,1090553,2329693,1766258,799906,874574,1265254
PE 20:5_44:12,253821808,306557344,263156192,289538560,321820480,326026688,334647392,316376960,314269216,346833664,383633728,363959936
PE 22:5_44:12,578631040,754587328,592305344,626745344,675208192,709124416,698536192,683206720,733219584,628236608,771489600,773633792
PE 34:8,2547056,1796328,1439662,1760579,1483140,1683038,0,0,0,0,0,0
PE 40:8,17370984,15814422,12916975,16590855,12319442,10855460,18689856,22103086,15508238,13428373,16497648,13312696
PE 40:9,3265376,5233800,17424024,3206923,4256769,4671031,7885330,4538471,5130452,44969536,28713228,29174500
PE 52:13,177140432,216647184,195761504,160046576,170571680,183635360,19814026,21938704,20139504,26825484,21164384,24467770
PE 52:14,52232072,40987048,67695296,35755472,45668800,45946956,6198140,4834822,4468992,6708163,8318436,7129268
PE 60:16,35479804,36591052,28662248,59756728,63558880,58740568,42073252,45011168,45365156,31893708,35070500,32933496
PE 60:17,74484840,68444808,65639088,62646156,66659928,75287744,42734956,49937460,45221256,47561020,49453184,45696860
PE 62:17,34041036,30963170,24973850,41277256,39750816,39841872,32400668,27876616,30114406,29377520,30080628,26740206
PE 64:15,100301288,109620664,108038968,95302784,104792304,110707280,119134000,122353672,109947496,123057152,146277184,126557936
PE 64:16,69987912,88382872,35584864,81580528,92480016,88078648,35805764,34892192,41423404,25316354,23865218,30652546
PE 64:17,185133632,179201632,156543776,216485488,229252048,236689552,200766816,201936976,196432240,185613904,212268896,202880256
PE 64:18,11491344,16809272,13642450,10077998,10120274,10755900,5749406,6211011,5559672,4985621,4538700,6688990
PE 66:17,276429824,282259296,229966560,299304352,313138336,328113952,249938192,252898176,251604352,195532752,233608128,244371584
PE 66:18,74873152,59222012,61864468,76917528,90958576,95795952,66125000,72262344,76339720,62506528,76320184,71726096
PE 8:0_14:0,877898,387580,1251567,829779,1440622,1399991,1869158,1934380,2624448,1111294,1405820,688276
PE 8:0_22:1,606656,1012821,651524,593552,578631,585254,457636,336201,399355,244568,638742,542485
PE 8:0_24:2,1204901,1927634,1205874,1193027,1387874,2023868,1338440,984586,1066620,947728,1172809,902400
PE 8:0_24:6,103560072,142823008,165192352,306873792,100441512,101829208,352653312,369415840,161726416,290477184,366629120,368377696
PE 8:0_26:0,1185984,940463,1493153,904439,1432308,1572775,1805521,1368012,1648654,1278855,1784964,1368541
PE 8:0_26:2,806628,1751161,2174890,1412840,1778513,2704180,870923,2597689,2005996,2009776,558106,1974961
PE 8:0_28:1,792018,1455164,732765,684389,715207,1768443,992340,500330,1520754,642960,1410697,909480
PE 8:0_30:5,9221902,10269030,11247863,7877961,13346138,7939016,14424786,12860493,11714959,13151193,7250604,11851939
PE 8:0_30:8,5581522,5580960,6152478,8285688,8359244,5216154,9354860,8519549,5972575,3008497,1677436,7626696
PE 8:0_32:3,1502849,2781942,1994085,1467384,1425837,1117676,2168478,1744275,1546142,2253531,1891133,2096807
PE 8:0_32:4,9975925,10144959,10213970,4058728,5294431,5733110,5377981,5936840,4376522,5165512,5209814,4894098
PE 8:0_32:5,23014676,29813234,23813512,28325828,30367686,37079248,38889364,35564992,32281812,35996040,38801260,37500972
PE 8:0_32:6,424720,6018386,1057906,1122714,671161,1628409,1197864,534786,925950,533070,1630862,2176993
PE 8:0_32:8,272295,4217290,1794551,1964248,2005448,4973777,2163432,3397950,2915595,2490032,1221726,3853409
PE 8:0_32:9,4744486,1188941,4479568,7359943,6573876,5987529,5036064,8647062,5156245,5223116,2866224,6100430
PE 8:0_34:5,1764278,2668510,2793827,984518,1125749,1793016,869966,374466,764204,1041484,1405386,1103042
PE 8:0_34:6,12608289,13192187,12281362,6243484,6958712,7744150,6916531,6521861,5086848,5768024,6139260,6044600
PE 8:0_34:8,10942824,13652486,9053866,11897682,12438640,7529608,9654124,11043119,12315068,10849602,10078276,13522915
PE 8:0_36:1,66236812,83488560,82545664,48781036,55662268,69740384,78416840,81849448,68158696,65683520,67546016,67781120
PE 8:0_42:9,1171929,1736544,5105934,1120440,1514468,1538713,941631,1678464,2114078,2676792,3923646,3267246
PE 8:0_44:12,789919,1341955,1828972,1030715,1002052,1249187,930780,1397115,1351749,1381402,1737018,886687
PE 8:0_44:9,686483,1055244,3518404,0,45670,136415,314592,1145228,1809942,2092308,3118035,2461436
PG 10:0_22:5,35734752,33181248,26413566,30393326,34378044,33743076,3029976,2953741,2178630,3037864,2778318,3358230
PG 10:0_26:2,4565216,6241129,5704357,5045188,6113066,7121118,6476798,7196629,6633825,6726364,4923942,6237430
PG 12:0_22:5,6219674,28584982,29702632,2488512,1699711,2610281,16984852,25327216,15536164,42017608,32178596,17376650
PG 12:0_26:1,17430454,15660426,13711797,16619238,21204298,28120518,16455356,15657624,14104523,13319720,12666672,16424957
PG 12:0_26:2,17326480,20790288,21641298,21656240,22908514,31547264,16053484,30829104,36115040,32164524,35741136,30764090
PG 14:0_22:3,6709087,8977055,9528553,5292412,5975074,9409126,7080242,7345510,5308024,7373452,7908050,7298370
PG 16:0_26:2,4316299,10047770,17486986,786376,481723,760509,2398880,11126575,13914008,18354960,27057462,21045200
PG 16:1_26:2,410414,1848247,237697,547589,518306,499344,397910,366325,234469,301073,489740,457795
PG 16:2_22:6,1725601,1042243,585410,1642187,1774624,2361196,1477082,2723810,2269202,1940654,2970330,1933952
PG 16:3_16:4,1066718,1394801,1230724,852272,1454103,628596,1621360,1967658,2121486,1654281,982618,691489
PG 16:4_16:4,2932748,2505924,1326512,668320,2698610,2639417,4257688,2035431,1709428,1416659,524068,2331464
PG 16:4_26:4,19173076,40436768,41019040,41127068,41228404,46258516,40283684,45008364,43539508,25410750,43559600,35819916
PG 18:0_26:4,5046711,11359886,22203250,2852247,2923051,1724656,3074984,13739450,15041161,18757228,29313186,22819034
PG 2:0_14:0,1503837,6998642,9443072,37078,171018,333211,5059879,3580231,3238517,10963262,6118079,10584192
PG 2:0_16:1,4663330,16028404,15111657,3693506,2774856,3734782,22066064,17299296,12072542,35020696,22633518,22584456
PG 2:0_20:4,781378,1007008,675750,570621,859080,1041208,643082,839120,712803,670241,995434,661086
PG 2:0_20:5,1386747,1084596,1333700,1822927,2026050,2404238,1411748,1363397,1740429,1902398,1295496,1347847
PG 2:0_22:4,6970794,5233784,9548933,7839010,4108642,7300664,5883000,10235092,7052340,4042095,7493932,5271493
PG 2:0_24:4,11240110,11024271,10553134,4886248,8070146,7522686,6980804,11771557,12417896,9723939,7215213,11113669
PG 2:0_26:4,1305764,1785404,2525591,1279012,2413723,1116226,1507165,1726384,5208494,2356095,6802746,4910334
PG 20:0_26:4,25613906,42734748,33189812,26731624,28835436,37665592,28947666,29202726,23625002,26116326,24424838,24229070
PG 20:3_26:4,1033025,1127877,1162856,1197092,965053,1048523,660456,740583,444689,632970,757047,681704
PG 20:4_22:6,21212584,14429092,28246320,11724207,13845884,14718719,8108530,7842755,5955442,7042046,8611764,7558633
PG 20:4_26:4,6286125,2998134,2039401,4560597,7208665,3797836,5513276,2604553,4358471,1417826,3106711,4615522
PG 22:1_26:4,90513296,110737744,109036976,82963856,106796440,107524376,101015000,99553936,88369736,86216248,102438552,82138744
PG 22:2_26:4,11186755,28955298,34248564,8208162,10930618,8167077,12930547,21047676,26499058,37336784,41514512,37219284
PG 22:4_26:4,1918821,592526,1755885,872305,927056,1072997,294307,823291,335176,506112,766679,518750
PG 22:6_22:6,9388249,7751980,9817499,8959979,8175650,4552926,8903342,6476142,7894232,9260506,8613323,7329988
PG 24:0_26:1,1892212,11784584,2715765,16097977,26284524,40202880,57830656,45363636,42518592,55137868,54065432,47619380
PG 24:4_18:5,1010774,872887,947152,640622,572340,469075,747169,578939,643264,272271,626954,747477
PG 24:4_26:4,34122648,29683184,21417524,26224806,36710904,34474364,9892242,7162809,3816022,5019348,5864513,2694276
PG 26:4_20:5,7332164,2817008,3739268,15602087,5053692,4817642,11435861,12242858,13425710,11089324,12418666,15151866
PG 26:4_22:6,2462454,1928614,2022328,1083456,1144166,1198686,1183767,1095268,1030867,1210533,1039917,1265605
PG 4:0_26:2,4062669,6168522,13458057,7225246,6972083,10238571,5633634,7195614,5202052,6156746,4493570,6022796
PG 8:0_22:3,14763658,14921662,14084309,10390936,12241701,12812627,887840,1233298,1039926,772949,1244115,897509
PG 8:0_26:1,1212925,2481538,2146872,1988427,1970356,2658822,3181810,2091283,2891084,1383550,1515428,2658431
PG 8:0_26:2,0,535448,850021,0,0,0,51000,89105,48599,87644,465696,636476
PI 10:0_26:2,8077496,7990322,7587102,9258679,8996208,8517728,9288601,8511148,7871866,7996146,7445966,7723119
PI 12:0_26:2,46333,1655828,1520340,394553,349283,980482,486983,876002,1229374,334939,659526,808990
PI 14:0_22:5,1911769,1496807,1276292,1969605,2216097,1116880,1811673,1106360,2166095,2145138,1997698,2411909
PI 14:0_22:6,705952,479180,371736,778675,617138,769246,639513,576479,904346,672170,664304,744700
PI 14:0_26:4,2410294,1831175,1671060,2731088,2931833,2725011,2205530,1812967,2058338,1920758,2360860,1832066
PI 14:1_26:2,1709547,1940756,1622046,2440009,3167389,3056358,2690028,1872587,2055602,3570338,2813669,2507723
PI 16:0_22:6,737720,182285,404284,177482,242919,56077,483378,410023,320998,894424,463848,255277
PI 16:3_22:6,953643,723965,926230,1253065,1415298,1298581,1043027,1470448,1106449,1042313,1430553,1101866
PI 16:4_22:6,2211242,504383,809780,984784,2829030,1161812,2701559,2246394,2410742,2651788,3027846,3019536
PI 18:0_26:4,618913,980119,855423,439944,604748,646742,12918,1127277,1031850,1039278,1267834,1424837
PI 18:1_26:4,3047591,3571163,2491074,3978080,4315570,4613028,3389341,4256232,3430830,2200442,2306450,3001276
PI 18:2_26:4,3371175,4522606,4092297,3040476,7633492,5772294,7715862,5700219,5790134,4678014,3159258,7524302
PI 18:5_22:6,404822,1130099,786175,1005985,1424100,1650596,1094850,1348201,1458052,1218314,801286,1117169
PI 2:0_24:2,151806,540618,373035,233262,235208,336239,0,0,0,0,18411,17337
PI 2:0_26:2,295976,372355,274894,284805,560092,865504,0,0,0,0,0,0
PI 2:0_26:4,682611,711049,1168116,829771,819573,952672,17864,18300,0,0,35341,51536
PI 2:0_8:0,2032227,1025548,907307,1223571,1304875,1851549,2850549,2881572,2819720,2201035,2598951,2455209
PI 20:1_26:4,1704996,2053964,2053613,2343648,2393048,3095444,3601326,3334827,2540570,2164703,2476765,2812895
PI 20:2_26:4,12557807,12684435,12664802,15126142,15487460,18903724,17529154,18203476,17275322,15511847,15567343,16346421
PI 20:5_22:6,517848,1036982,383637,330295,731547,209546,695873,389901,1110210,460163,881309,351002
PI 22:4_22:6,2466990,1757314,1646113,1075272,1234585,2734348,1317170,1815182,1494586,1620690,1770766,1449014
PI 24:4_26:4,545818,1977119,1768078,549795,81029,146765,1880331,5635156,1065297,2238143,3236981,1805946
PI 26:4_26:4,8546600,15681485,13285263,6361266,5627412,3303162,14965116,14998480,22067096,28309342,21166960,15032548
PI 36:0,14376518,59388772,55612480,10039168,17457294,19819292,43111600,62897152,56407776,107824488,111934432,29969108
PI 36:1,144619488,470485664,287515424,234297840,190289088,417381952,254084432,396533664,423069856,345706560,340966400,513775680
PI 36:2,115310656,220775904,154720320,164717040,136303392,248220432,167684928,275488672,286454400,212143712,187459472,274451072
PI 36:3,5741748,17658466,8896764,7584456,7174628,15788525,10929416,16201834,14120940,10444598,9591762,18383634
PI 36:5,1851837,3353161,1654938,1976078,1912560,2037416,136844,0,0,0,0,190882
PI 38:3,5228109,11781376,6132116,7102634,1874099,15925924,5095493,20384294,19152156,5122765,8884285,20452188
PI 38:4,104942704,179848368,144387008,169139376,141621728,198425824,138929584,203678336,207224928,140268640,143100432,208915232
PI 38:5,138033792,279346592,190079360,130109512,120395656,217055168,132508976,197330448,184862608,141595440,139731760,195920944
PI 38:6,9133970,20843822,12649204,7009458,6324264,12675134,6261334,9370050,8799616,5867466,6702767,10408651
PI 40:4,3233807,9449576,5531392,5973908,4536830,8447761,3230430,7893486,8369017,3515016,4453684,11278772
PI 40:6,8364386,19070330,10722905,7707786,7940388,14811312,10935029,16306234,17368030,12168619,13841234,15922452
PI 42:0,118951632,314746016,248783600,71678936,65548660,52466796,190485008,278195936,267733760,516090112,418108736,174224464
PI 44:0,6219463168,14343626752,12469213184,3669154304,3948226816,3551886080,9209412608,13442564096,13062660096,22273529856,19676334080,8921398272
PI 44:1,40525056,68964344,67409984,14594966,17072764,88672360,52121932,55592284,62534476,203604352,120602160,58608384
PI 44:2,2069784,14937181,24941002,9317932,3116220,0,16600489,9153030,10526962,17951292,9937887,40718224
PI 44:3,59938984,88501712,230100048,7905082,25388658,12979158,38673104,33931036,112534840,172486080,106881480,41517992
PI 46:0,9910287,64305344,58384880,7748476,4292654,8865228,22506372,99989088,24380740,60257864,88770840,31675168
PI 46:1,3846154,10232429,12801341,3530319,599516,840506,7249476,8373052,5564746,10315251,8702627,17441510
PI 46:6,11162718,12537285,24167758,2390783,8996555,1886312,4078016,3801028,11921829,13170544,13030152,5256164
PI 46:9,20530496,25504064,22747556,18273332,20278332,20963014,1715455,1346386,1555188,2887037,2144968,1848292
PI 48:0,140454560,145000576,256174288,84821552,79824480,78390360,120707008,71615144,113180352,147502448,97286080,93605984
PI 48:1,9568741,25001778,23538574,4962778,614689,1472279,21117378,38422856,14512366,24911012,19381014,18955184
PI 52:0,13129827,21944724,10959744,2542544,4243802,4090014,8744341,18103108,18405120,26949142,24289446,9060502
PI 6:0_22:3,1290810,849058,514053,934572,2225392,3003995,0,105379,0,13576,30523,0
PI 8:0_26:1,6900295,21219784,11302743,12658414,10524752,26837016,10808766,21505284,21112050,13329814,13755861,29854962
