"subclass","48hrs_1","12hrs_1","24hrs_1","24hrs_2","24hrs_3","24hrs_4","24hrs_5","Veh_1","Veh_2","Veh_3","Veh_4","48hrs_2","Veh_5","48hrs_3","48hrs_4","48hrs_5","12hrs_2","12hrs_3","12hrs_4","12hrs_5"
"PC(24:1)",3076677.523,2900952.345,915205.424,1130073.734,5614777.097,389776.65,2096428.091,4651656.67,3700381.113,3832141.884,2819601.614,2090730.873,3084460.766,2633714.283,3905187.978,4183124.458,326462.945,1574281.219,4206675.476,3593829.69
"PC(28:0)",114849753.295,98303961.46,55399964.968,101005653.077,95651348.494,90714665.966,93300007.135,42093382.774,50063949.564,63548246.307,66175184.295,160055365.381,68522558.021,115413534.422,167127173.152,120301755.588,74685751.626,95020766.597,104857482.206,106565850.403
"PC(30:0)",3.393e+09,3.048e+09,2.421e+09,2.952e+09,3.213e+09,2.686e+09,2.958e+09,2.7e+09,2.41e+09,2.359e+09,2.822e+09,3.191e+09,2.787e+09,3.318e+09,3.412e+09,3.104e+09,2.739e+09,2.875e+09,3.439e+09,2.944e+09
"PC(30:1)",407800000,679700000,2.45e+08,418800000,517600000,413100000,420800000,569800000,279500000,373500000,609600000,420100000,524700000,412600000,159700000,435800000,511800000,476800000,744600000,680800000
"PC(30:2)",41360546.114,115115975.227,66794416.105,89879605.115,79886878.927,66433561.169,74944155.626,95363849.711,106988478.926,87601430.865,107439446.02,34972898.731,100428250.339,47551162.489,44824937.623,71334747.341,93168365.654,115183395.776,126179688.362,101617553.372
"PC(30:3)",9578825.63,9755293.786,7709769.606,8931375.916,17700000,8682485.853,8871238.112,8738893.199,10600000,15700000,15500000,9236222.885,14900000,7113855.903,7464874.471,9010061.715,1.8e+07,13900000,6166584.974,1.4e+07
"PC(30:4)",253115.434,4656753.628,253115.434,2578627.622,7753589.247,1265577.17,253115.434,3947913,4048478.439,3939904.215,3200024.787,3123698.596,3042549.815,253115.434,253115.434,253115.434,2058489.408,4323815.037,1336893.589,3391779.008
"PC(32:0)",6.297e+10,4.565e+10,4.577e+10,4.628e+10,4.77e+10,4.489e+10,4.736e+10,4.418e+10,4.309e+10,4.59e+10,4.52e+10,6.086e+10,4.571e+10,6.054e+10,5.748e+10,5.461e+10,4.69e+10,4.686e+10,4.772e+10,4.485e+10
"PC(32:1)",2.012e+10,3.086e+10,1.595e+10,1.708e+10,2.73e+10,2.131e+10,2.026e+10,3.165e+10,1.934e+10,1.985e+10,3.104e+10,1.756e+10,2.709e+10,2.005e+10,1.569e+10,1.517e+10,2.503e+10,2.291e+10,2.93e+10,3.001e+10
"PC(32:2)",1.3973e+10,2.659e+10,1.5539e+10,2.233e+10,2.278e+10,2.0786e+10,2.252e+10,2.375e+10,1.6127e+10,1.7558e+10,2.234e+10,1.5461e+10,2.135e+10,1.6226e+10,1.8386e+10,2.166e+10,2.124e+10,2.272e+10,2.914e+10,2.494e+10
"PC(32:3)",7.97e+08,7.62e+08,5.95e+08,7.61e+08,7.72e+08,7.59e+08,6.34e+08,9.41e+08,5.75e+08,6.17e+08,9.23e+08,9.12e+08,7.37e+08,6.63e+08,6.72e+08,7.6e+08,6.05e+08,6.55e+08,6.34e+08,7.48e+08
"PC(32:4)",3171268.261,2060648.995,4224524.587,4266326.673,10200000,5049440.592,6567739.712,3241042.406,8223514.216,2174025.32,4367761.748,2267375.069,5498794.633,4257911.746,1902180.457,1425171.385,4158546.705,2910569.082,4660937.383,4328152.985
"PC(32:5)",6.9e+07,117100000,8.6e+07,92600000,100800000,89300000,117100000,118800000,120600000,107800000,140400000,83400000,1.03e+08,104100000,109400000,119500000,105500000,124600000,112500000,105600000
"PC(32:7)",19900000,11100000,17300000,20500000,8179850.716,19700000,24600000,28200000,28900000,2.6e+07,21800000,27800000,19500000,39300000,26200000,26500000,10700000,14200000,17700000,15200000
"PC(34:0)",2.589e+10,1.739e+10,1.811e+10,1.791e+10,1.633e+10,1.588e+10,1.809e+10,1.468e+10,1.551e+10,1.675e+10,1.458e+10,2.885e+10,1.675e+10,3.095e+10,2.662e+10,2.627e+10,1.58e+10,1.769e+10,1.527e+10,1.415e+10
"PC(34:1)",3.79e+11,4.07e+11,4.02e+11,3.98e+11,4.21e+11,3.76e+11,3.91e+11,4.24e+11,3.75e+11,4.03e+11,4.13e+11,3.98e+11,4.13e+11,3.63e+11,3.64e+11,3.63e+11,4.03e+11,3.92e+11,4.17e+11,4.16e+11
"PC(34:2)",2.771e+11,3.311e+11,3.455e+11,3.522e+11,3.474e+11,3.398e+11,3.362e+11,2.947e+11,2.887e+11,2.924e+11,2.902e+11,2.897e+11,2.953e+11,3.237e+11,2.985e+11,3.094e+11,3.259e+11,3.484e+11,3.288e+11,3.487e+11
"PC(34:3)",7.045e+10,1.3599e+11,8.336e+10,9.933e+10,1.1024e+11,9.715e+10,1.0118e+11,1.25e+11,8.898e+10,9.63e+10,1.2089e+11,7.146e+10,1.1615e+11,7.547e+10,6.758e+10,7.579e+10,1.2131e+11,1.2132e+11,1.3809e+11,1.3332e+11
"PC(34:4)",4743200000,6466800000,3852700000,5962100000,5.151e+09,4.278e+09,5113400000,6552300000,4992300000,6654700000,6084200000,4724400000,6347300000,4.299e+09,4391200000,4538700000,5847600000,6031300000,6.34e+09,6720100000
"PC(34:5)",6.77e+08,7.94e+08,5.72e+08,6.56e+08,6.61e+08,6.5e+08,6.59e+08,518300000,525600000,4.64e+08,5.91e+08,7.2e+08,5e+08,7.53e+08,7.65e+08,8.02e+08,614900000,6.66e+08,650700000,6.47e+08
"PC(34:6)",6.39e+08,5.53e+08,5.87e+08,6.05e+08,5.55e+08,5.16e+08,5.33e+08,7.48e+08,7.74e+08,8.53e+08,7.53e+08,6.1e+08,5.86e+08,6.65e+08,7.57e+08,7.62e+08,5.54e+08,6.57e+08,4.15e+08,4.6e+08
"PC(34:7)",74500000,67900000,65600000,66400000,60400000,60600000,64700000,64400000,6.3e+07,70700000,59200000,6.6e+07,57800000,73300000,71300000,58500000,61700000,66200000,58900000,61900000
"PC(34:8)",20600000,20200000,30600000,29100000,32300000,30600000,28100000,19300000,17100000,19500000,20500000,21300000,21300000,19200000,2.2e+07,23100000,19600000,16400000,19300000,24500000
"PC(34:9)",2662973.093,5291591.66,3751001.977,3706089.875,4550282.177,3424620.982,3420797.27,3371623.888,4428961.439,4157942.419,4963731.107,1698378.921,2531873.481,4073483.18,3524594.52,5262466.34,3693899.2,4095031.213,4968083.722,4489789.189
"PC(36:0)",3.132e+09,3.232e+09,3.55e+09,3.874e+09,2.62e+09,3.454e+09,3.042e+09,1.568e+09,1.255e+09,1521300000,1.488e+09,3.538e+09,1.621e+09,3.461e+09,3.327e+09,3.601e+09,3.445e+09,2.845e+09,2.459e+09,3.343e+09
"PC(36:1)",1.0765e+11,1.186e+11,9.886e+10,1.0313e+11,1.129e+11,1.038e+11,1.0079e+11,1.483e+11,1.3075e+11,1.2176e+11,1.347e+11,9.866e+10,1.413e+11,1.0221e+11,1.0253e+11,9.305e+10,1.0874e+11,1.0715e+11,1.134e+11,1.132e+11
"PC(36:10)",26200000,34100000,28900000,2.5e+07,31200000,3.1e+07,25700000,39700000,36200000,36200000,38100000,23100000,34900000,29800000,23100000,22400000,36600000,28100000,3.1e+07,33200000
"PC(36:2)",3.03e+11,3.163e+11,3.1818e+11,3.3305e+11,3.2088e+11,3.2041e+11,3.0909e+11,3.268e+11,3.1674e+11,3.1523e+11,3.1839e+11,2.8906e+11,3.2345e+11,2.7326e+11,2.8587e+11,2.9075e+11,2.8684e+11,2.8199e+11,3.0499e+11,3.0811e+11
"PC(36:3)",8.5888e+10,9.6178e+10,8.374e+10,8.7761e+10,8.507e+10,8.251e+10,8.1156e+10,1.1008e+11,9.277e+10,1.0081e+11,9.808e+10,8.3646e+10,1.1095e+11,7.2407e+10,6.2688e+10,5.6527e+10,8.5077e+10,8.9262e+10,9.4863e+10,9.8567e+10
"PC(36:4)",2.0695e+11,2.1199e+11,3.2171e+11,2.0786e+11,2.0586e+11,1.9962e+11,2.1219e+11,2.1701e+11,2.1238e+11,2.295e+11,2.1135e+11,2.0561e+11,3.6842e+11,1.9517e+11,1.9473e+11,1.9499e+11,2.1102e+11,3.3995e+11,2.0874e+11,2.0654e+11
"PC(36:5)",6.2605e+10,1.1064e+11,1.03338e+11,1.35604e+11,1.24737e+11,1.16946e+11,1.19979e+11,1.0904e+11,8.9302e+10,1.0458e+11,1.0275e+11,9.0875e+10,1.0704e+11,8.3077e+10,8.7269e+10,1.03905e+11,1.1696e+11,1.08532e+11,1.1292e+11,1.2089e+11
"PC(36:6)",2.8192e+10,2.958e+10,2.6606e+10,3.0219e+10,3.0613e+10,2.814e+10,3.0368e+10,2.8948e+10,2.6944e+10,3.0004e+10,3.0085e+10,2.993e+10,2.6736e+10,3.0485e+10,32885700000,34259300000,3.4932e+10,2.9413e+10,2.6506e+10,2.74e+10
"PC(36:7)",749500000,915800000,772100000,879500000,777600000,804600000,809200000,1453600000,1222800000,1480400000,1321200000,741300000,1251200000,678900000,6.58e+08,7.42e+08,821500000,824300000,949300000,861800000
"PC(36:9)",37900000,38100000,57900000,31600000,41800000,45300000,61100000,39500000,39300000,33100000,4.6e+07,39700000,34700000,40600000,42100000,47200000,40800000,45400000,35900000,34800000
"PC(38:0)",24600000,16200000,1.5e+07,19100000,19400000,19700000,17400000,14800000,15600000,15900000,12300000,25300000,15200000,24600000,16400000,17700000,16500000,16300000,1.6e+07,16100000
"PC(38:1)",2938143179.369,3636700000,3476835230.241,3680075622.966,1365857446.401,4084500000,2939295401.273,4056100000,2546100000,2.94e+09,3573500000,3040914494.494,2.27e+09,2882435656.075,2837062649.236,2745037871.082,3599700000,3261800000,3064177711.779,3819700000
"PC(38:2)",9.916e+09,1.3079e+10,1.3229e+10,1.14e+10,9.518e+09,1.6922e+10,8.968e+09,4.7564e+10,2.9318e+10,3.473e+10,3.6767e+10,1.0749e+10,3.1056e+10,7.355e+09,6.141e+09,6.166e+09,1.674e+10,1.6632e+10,1.095e+10,1.4736e+10
"PC(38:3)",222197068507.454,247627376392.03,255914356116.185,275013834212.23,238576520823.453,244689416618.94,244155462887.143,231260700000,225293591279.851,235840500000,231628186339.962,232056713264.307,252698716845.307,232046842706.908,235092724289.889,252162379665.186,261798159050.29,244747406626.027,225227235068.699,254136624510.24
"PC(38:4)",200293188576.134,181723771661.515,169479660060.427,186533308183.825,175342833463.33,167951073338.623,178656951706.281,2.06246e+11,209512900000,227483400000,204669600000,194711733091.401,217673500000,190315176448.813,188975970086.664,189351115674.157,178623629663.546,172372479480.853,171623409756.701,181644905045.012
"PC(38:5)",27267300000,34100100000,41879100000,55877500000,42806900000,41119400000,40508600000,30863200000,29507200000,35047900000,28968400000,34309400000,36396900000,33754100000,3.3794e+10,37918300000,3.4878e+10,29564100000,32108600000,37634500000
"PC(38:6)",2.82329e+11,2.61912e+11,2.72186e+11,2.73999e+11,2.73852e+11,2.7146e+11,2.74528e+11,2.57671e+11,2.52465e+11,2.72595e+11,2.68515e+11,2.78792e+11,2.62405e+11,2.79872e+11,2.86996e+11,2.98876e+11,2.68317e+11,2.72667e+11,2.47862e+11,2.65686e+11
"PC(38:7)",1.6685e+10,2.177e+10,1.4226e+10,1.9399e+10,1.9776e+10,1.7207e+10,1.6502e+10,2.8261e+10,18758500000,25278900000,26492600000,1.6824e+10,2.9258e+10,1.4319e+10,1.2545e+10,1.3867e+10,2.2342e+10,1.8761e+10,1.8936e+10,2.3759e+10
"PC(38:8)",464800000,980300000,448200000,704300000,532700000,473100000,543400000,1150500000,937800000,1110400000,974400000,530600000,1071200000,3.85e+08,449300000,465800000,963900000,1150500000,738600000,854700000
"PC(38:9)",152200000,162200000,121705906.119,149700000,148810362.364,127232457.393,168700000,120900000,91400000,136800000,143700000,161800000,150500000,183400000,184900000,185800000,129311613.752,142882557.697,115427137.515,147647313.492
"PC(40:0)",1.96e+08,79900000,68700000,68800000,64600000,88300000,81800000,87500000,89300000,82100000,73500000,2.02e+08,63400000,1.88e+08,1.26e+08,1.33e+08,50200000,35400000,36800000,31800000
"PC(40:1)",5.36e+08,3.77e+08,3.64e+08,3.97e+08,3.87e+08,4.55e+08,3.52e+08,3.76e+08,2.89e+08,3.37e+08,3.9e+08,5.88e+08,3.39e+08,5.35e+08,4.07e+08,4.14e+08,3.75e+08,2.99e+08,3.05e+08,4.65e+08
"PC(40:10)",1.29e+08,3.16e+08,1.84e+08,3.43e+08,3.13e+08,2.89e+08,2.73e+08,6.33e+08,4.62e+08,5.93e+08,5.73e+08,1.42e+08,6.15e+08,1.29e+08,1.41e+08,2e+08,4.46e+08,3.02e+08,3.35e+08,3.46e+08
"PC(40:2)",1080900000,1096500000,861800000,901800000,7.53e+08,552400000,828800000,1113700000,6.77e+08,512100000,9.94e+08,1068200000,910800000,917400000,875600000,769800000,997200000,920100000,960900000,1008700000
"PC(40:3)",2743800000,2118400000,1913700000,2334500000,1709200000,2712600000,1983200000,5.327e+09,3.757e+09,4.441e+09,4.569e+09,2740100000,4.348e+09,2424700000,2114500000,1937700000,2.791e+09,2.391e+09,2340300000,2730700000
"PC(40:4)",9.657e+09,1.109e+10,9.862e+09,1.1623e+10,1.0688e+10,1.0558e+10,1.0733e+10,1.0445e+10,1.0207e+10,1.2789e+10,1.0785e+10,9.853e+09,1.0961e+10,9.541e+09,9.701e+09,9.402e+09,1.1472e+10,1.0938e+10,8.96e+09,9.392e+09
"PC(40:5)",9.234e+09,1.215e+10,1.305e+10,1.293e+10,1.303e+10,1.322e+10,1.224e+10,1.1233e+10,8.767e+09,8.4e+09,1.287e+10,9.312e+09,8.416e+09,9.685e+09,1.0279e+10,1.202e+10,1.456e+10,1.337e+10,1.0223e+10,1.13e+10
"PC(40:6)",1.53914e+11,1.58518e+11,1.76785e+11,1.91162e+11,1.75088e+11,1.65659e+11,1.73513e+11,1.41932e+11,1.47967e+11,1.55716e+11,1.49762e+11,1.64389e+11,1.49448e+11,1.69134e+11,1.78852e+11,2.01333e+11,1.78963e+11,1.7982e+11,1.54291e+11,1.76519e+11
"PC(40:7)",52283700000,52333400000,50070300000,54915800000,46583900000,49411400000,45397800000,7.2286e+10,74156700000,73567300000,71844600000,53882400000,81446900000,46427600000,49770900000,46014600000,50063600000,45131800000,4.6626e+10,53015700000
"PC(40:8)",4.011e+10,4.257e+10,4.241e+10,5.17e+10,4.331e+10,4.584e+10,4.605e+10,5.726e+10,6.355e+10,6.288e+10,5.701e+10,5.009e+10,6.254e+10,3.595e+10,4.359e+10,4.144e+10,3.795e+10,3.863e+10,3.811e+10,4.019e+10
"PC(40:9)",4494856507.592,1760300000,3362700000,2660600000,2398406488.165,3140100000,2919909088.103,2294541732.37,2249892325.307,2037427103.268,2427171340.716,4204740759.552,2254210196.556,3206057827.738,3176659654.182,3359332542.469,2961800000,1734600000,1540700000,1420400000
"PC(42:1)",19100000,13200000,14800000,1.1e+07,13700000,14200000,10100000,16800000,14600000,13500000,11700000,15700000,12900000,18100000,12900000,14900000,10400000,12500000,13300000,10400000
"PC(42:10)",5.849e+09,3.848e+09,3.026e+09,3.916e+09,3.585e+09,3.415e+09,3.395e+09,9.17e+09,8.402e+09,8.422e+09,7.152e+09,7.179e+09,8.712e+09,4.644e+09,5.514e+09,5.31e+09,3.35e+09,3.171e+09,2.803e+09,3.147e+09
"PC(42:11)",943500000,647400000,901935781.861,998900000,7.36e+08,917700000,909600000,684300000,886300000,790900000,6.84e+08,1016900000,726300000,8.78e+08,1003300000,1062400000,735400000,7.95e+08,603100000,613500000
"PC(42:2)",554200000,289500000,274400000,307400000,269500000,415600000,276300000,766700000,519900000,632500000,5.15e+08,558800000,351800000,448400000,389300000,220100000,168900000,200600000,193400000,193300000
"PC(42:3)",836500000,563100000,462600000,5.05e+08,516500000,616100000,493800000,1102700000,748900000,976400000,870800000,855800000,766700000,749200000,703800000,565100000,409300000,397700000,393400000,454100000
"PC(42:4)",744400000,782400000,4.78e+08,559800000,594800000,629600000,548400000,6.71e+08,743900000,713800000,6.41e+08,856100000,810300000,601300000,592100000,545300000,855500000,618800000,704900000,808400000
"PC(42:5)",1002600000,8.99e+08,1.223e+09,1.087e+09,1.257e+09,1.275e+09,9.64e+08,1.697e+09,1.713e+09,1.45e+09,1.452e+09,1055100000,1.396e+09,1008100000,889700000,876600000,1.323e+09,1.24e+09,6.02e+08,8.18e+08
"PC(42:6)",3374400000,3485800000,6232200000,4310800000,4742100000,6010600000,3984600000,9510400000,9697500000,8605600000,8743700000,3655700000,7.047e+09,3149800000,2459700000,2694600000,5861800000,6696700000,3070500000,3910400000
"PC(42:7)",1.731e+09,2.305e+09,1.638e+09,1.736e+09,1.604e+09,1.86e+09,1.632e+09,3.592e+09,3.072e+09,3.266e+09,3.277e+09,1.776e+09,3.661e+09,1.349e+09,1.307e+09,1.192e+09,2.135e+09,2.113e+09,2.437e+09,2.41e+09
"PC(42:8)",1.505e+09,1.888e+09,1319900000,1.743e+09,1.576e+09,1.877e+09,1.587e+09,1.742e+09,1.824e+09,2.057e+09,1.493e+09,1477500000,1.837e+09,1148700000,1222500000,1215100000,1.693e+09,1.731e+09,1.733e+09,1.386e+09
"PC(42:9)",628300000,568200000,5.05e+08,1075900000,4.72e+08,609600000,5.05e+08,878700000,566200000,789800000,766400000,887300000,925300000,668500000,6.77e+08,684100000,614100000,6.19e+08,645400000,520900000
"PC(44:10)",564300000,228901822.761,2.31e+08,256500000,241200000,229092313.409,261300000,241645544.225,248334252.665,247803804.06,216700000,633800000,254963420.85,430600000,527300000,469500000,192819910.853,196106651.009,204120167.246,192960047.986
"PC(44:11)",262300000,97622829.6,118370650.753,150300000,136200000,122691846.798,110443105.719,1.92e+08,181500000,149921186.148,180912473.58,311500000,180500000,187200000,212600000,260100000,73491284.586,83706148.437,86021765.03,74984989.344
"PC(44:12)",1556300000,693800000,619200000,830100000,800800000,703200000,657600000,1404500000,1094100000,1099900000,1136100000,1929200000,1173300000,1.374e+09,1.824e+09,1643600000,640800000,620900000,472300000,498900000
"PC(44:4)",572600000,273300000,227400000,244500000,274200000,305500000,264400000,4.47e+08,373600000,547500000,372900000,620100000,3.27e+08,579500000,443300000,379200000,201600000,212300000,164500000,220800000
"PC(44:5)",598037759.398,391570445.191,261556984.395,319218813.221,272395472.109,336640228.846,326701050.393,639685723.726,387428400.036,555857144.7452,461057144.7452,635013313.619,555043247.194,531946032.48,480561293.885,400293885.023,303339746.623,281056271.763,275277199.104,320597588.511
"PC(44:6)",308400000,210392579.14,238797830.239,174500000,152600000,258900000,167122265.707,436300000,318600000,325700000,356401974.07,2.82e+08,272700000,212800000,248300000,229600000,304313303.943,344100000,192472087.558,246882184.762
"PC(44:7)",3.36e+08,223800000,206800000,224900000,243100000,273300000,1.83e+08,485900000,362600000,359100000,415700000,344900000,368400000,2.85e+08,2.77e+08,236600000,213400000,256600000,194900000,226900000
"PC(44:8)",2.78e+08,1.32e+08,1.42e+08,1.26e+08,1.56e+08,1.54e+08,1.35e+08,1.24e+08,1.12e+08,1.49e+08,1.58e+08,2.71e+08,1.42e+08,2.28e+08,2.52e+08,2.04e+08,1.23e+08,1.23e+08,70300000,86400000
"PC(46:4)",2052121.957,839205.493,598163.373,1306165.349,2297902.355,1034828.194,862469.818,912351.571,1772807.918,595809.322,656638.553,2372060.665,804338.954,3589927.108,1346136.007,2648272.849,379658.647,308549.112,801441.029,1527459.177
"PC(46:6)",3.03e+08,90800000,1.03e+08,98200000,59500000,1.22e+08,70500000,1.51e+08,86300000,1.44e+08,1.44e+08,3.24e+08,70800000,1.96e+08,2.26e+08,2.08e+08,83900000,62300000,53700000,63300000
"PC(46:7)",202600000,76900000,76817669.144,85500000,82760607.523,97400000,77200000,163700000,128300000,144700000,123500000,195800000,112700000,165500000,174300000,164400000,75800000,84700000,61759495.691,81879545.556
"PC(46:8)",2.52e+08,309100000,200430026.499,140519335.519,509400000,269200000,143049231.668,90055333.863,91071311.931,88459057.136,57242641.149,117404324.752,142954840.547,265545187.516,64834641.821,104188638.018,116578110.899,302973946.943,433600000,264300000
"PC(50:5)",17100000,9694599.19,11700000,8723329.362,17600000,1.3e+07,16600000,10800000,1.1e+07,1e+07,9257612.554,15200000,7357130.572,14100000,15100000,13100000,8961027.563,10600000,7538856.251,5842195.55
"PC(52:4)",8075426.222,5515039.911,8156069.1,5316639.318,9911392.673,8815863.2,8873277.833,8702544.831,8166661.486,6873798.283,7333754.158,6474389.74,4753347.182,1.3e+07,9482405.545,7527969.939,6729481.504,4791768.722,4756863.587,2711471.691
"PC(52:5)",16600000,7235205.637,10600000,11800000,14600000,12900000,20700000,12400000,13500000,9584552.664,10400000,14400000,6186014.264,14800000,13100000,1.1e+07,1.1e+07,8781293.891,7546514.643,3957855.231
"PC(52:6)",2.5e+07,15800000,21800000,17900000,31300000,20600000,29300000,21100000,1.9e+07,15400000,16500000,23900000,14400000,25700000,25800000,16200000,17900000,15200000,15200000,11100000
"PC(52:7)",2.6e+07,13200000,13100000,11700000,16400000,20400000,20300000,13800000,9670539.188,11300000,14300000,2.7e+07,11100000,25100000,3e+07,23100000,12700000,12400000,9005038.307,8813554.728
"PC(54:5)",5623353.863,2644498.407,5101736.884,4358706.569,4217223.642,5301195.005,10200000,7223473.105,3947436.881,3707287.914,4282637.376,7693942.883,2337515.499,7818088.435,7747709.412,5791785.956,4249356.649,3320648.796,2625212.07,2059678.016
"PC(54:7)",25700000,14200000,18200000,17600000,1.9e+07,19200000,25900000,1.7e+07,20100000,13100000,16400000,24900000,12900000,23700000,25100000,21600000,15200000,13600000,11600000,9235350.525
"PE(22:0)",323064.546,1041847.973,428571.731,767675.077,883760.127,372802.714,62656.1826,1151344.909,668919.348,584010.83,1073494.557,396654.679,791451.832,62656.1826,516169.045,313280.913,771212.704,1732062.799,1482318.226,568318.68
"PE(26:4)",6494230.485,4508650.611,7278934.999,6468377.589,798689.9136,5072553.382,1.1e+07,13400000,13900000,12400000,14400000,12900000,15300000,17100000,9382162.119,9792352.105,3993449.568,7699591.937,5560733.143,7769336.857
"PE(28:1)",1291495.087,4646550.91,10600000,7732026.244,14900000,7481901.178,4455720.958,6512556.313,13800000,1877567.123,9915148.466,11900000,11300000,6549077.742,3781765.901,5614894.511,5409187.107,12800000,5843899.365,5732950.223
"PE(32:0)",8.83e+08,2.176e+09,1.083e+09,1.28e+09,1.682e+09,1.401e+09,1.267e+09,2.796e+09,2.193e+09,2.012e+09,2.471e+09,7.3e+08,2.437e+09,1.033e+09,8.4e+08,1.101e+09,2.256e+09,2.124e+09,3.328e+09,2.577e+09
"PE(32:1)",1.35e+08,1.42e+08,67100000,71100000,1.33e+08,92400000,7.9e+07,1.85e+08,1.05e+08,1.01e+08,1.45e+08,1.12e+08,1.34e+08,1.29e+08,92200000,67500000,1.18e+08,1.08e+08,1.74e+08,1.63e+08
"PE(32:2)",20600000,54400000,13300000,33400000,38900000,22600000,34300000,52600000,48300000,30500000,49100000,15300000,37100000,33100000,38300000,42300000,44900000,35800000,1.03e+08,60800000
"PE(34:0)",1.48e+09,2.08e+09,1.63e+09,1.84e+09,1.86e+09,1.91e+09,1.76e+09,2.49e+09,2.52e+09,2.05e+09,2.32e+09,1.51e+09,2.28e+09,1.52e+09,1.28e+09,1.22e+09,1.99e+09,2.04e+09,2.83e+09,2.31e+09
"PE(34:1)",1.858e+10,2.155e+10,1.895e+10,1.911e+10,2.002e+10,2.123e+10,2.119e+10,2.403e+10,2.46e+10,2.478e+10,2.34e+10,1.777e+10,2.177e+10,1.9195e+10,1.906e+10,1.732e+10,2.064e+10,2.092e+10,2.431e+10,2.222e+10
"PE(34:2)",1.04e+10,1.82e+10,1.52e+10,1.4e+10,1.67e+10,1.52e+10,1.72e+10,1.44e+10,1.69e+10,1.43e+10,1.46e+10,1.08e+10,1.36e+10,1.45e+10,1.55e+10,1.63e+10,1.46e+10,1.87e+10,1.97e+10,1.69e+10
"PE(34:3)",7.61e+08,1.717e+09,9.8e+08,1.189e+09,1.326e+09,1.314e+09,9.93e+08,2.283e+09,1.979e+09,1.84e+09,2.331e+09,7.42e+08,1.974e+09,9.91e+08,6.9e+08,1.036e+09,1.805e+09,1.935e+09,2.976e+09,2.34e+09
"PE(36:0)",3.21e+09,3.25e+09,3.08e+09,3.03e+09,3.19e+09,3.48e+09,3.07e+09,5.38e+09,5.53e+09,4.49e+09,4.9e+09,3.66e+09,4.7e+09,3.75e+09,3.33e+09,2.95e+09,3.11e+09,3.43e+09,3.94e+09,3.2e+09
"PE(36:1)",5.26e+10,5.27e+10,5.12e+10,5.12e+10,5.02e+10,5.08e+10,5.44e+10,6.28e+10,6.37e+10,6.37e+10,6.17e+10,5.33e+10,5.89e+10,5.62e+10,5.54e+10,4.98e+10,4.99e+10,5.28e+10,5.24e+10,5.35e+10
"PE(36:2)",1.4e+10,1.53e+10,1.71e+10,1.77e+10,1.59e+10,1.74e+10,1.67e+10,1.7e+10,1.84e+10,1.51e+10,1.57e+10,1.49e+10,1.43e+10,1.55e+10,1.6e+10,1.75e+10,1.48e+10,1.65e+10,1.78e+10,1.57e+10
"PE(36:3)",2.968e+10,3.148e+10,3.483e+10,3.114e+10,3.436e+10,3.521e+10,3.876e+10,3.189e+10,3.382e+10,3.075e+10,3.312e+10,2.911e+10,3.538e+10,3.262e+10,3.428e+10,3.602e+10,2.799e+10,3.184e+10,3.033e+10,3.011e+10
"PE(36:4)",2.0578e+10,2.4694e+10,2.0031e+10,2.071e+10,2.2568e+10,2.2611e+10,2.2597e+10,2.9263e+10,2.7286e+10,2.8866e+10,2.8436e+10,1.936e+10,2.6083e+10,2.141e+10,2.0375e+10,1.8577e+10,2.2754e+10,2.3281e+10,2.6109e+10,2.5581e+10
"PE(36:5)",2278900000,3.552e+09,3.527e+09,4.681e+09,4.944e+09,4.59e+09,3.887e+09,5.55e+09,4.174e+09,4.87e+09,4.61e+09,2959500000,5.089e+09,2367200000,2.772e+09,3.415e+09,3.677e+09,3.147e+09,4.179e+09,4.313e+09
"PE(36:6)",225185122.4,469400000,268792237.047,365040763.344,450498955.973,370516995.947,365498208.817,750300000,486500000,619500000,6.34e+08,277509061.028,613100000,304382767.258,320927132.899,342978910.434,390885657.219,421500000,520900000,503400000
"PE(38:1)",1.314e+09,1.828e+09,1.387e+09,1.231e+09,1.166e+09,1.82e+09,1.195e+09,2.644e+09,2.358e+09,2.604e+09,2.74e+09,1.732e+09,2.058e+09,1.344e+09,1.048e+09,1.043e+09,1.934e+09,1.936e+09,1.405e+09,1.852e+09
"PE(38:2)",1.28e+09,1.979e+09,1.616e+09,1.345e+09,1451700000,1.818e+09,1.523e+09,1.988e+09,1.99e+09,2.065e+09,2.005e+09,1.44e+09,1.551e+09,1661600000,1379500000,1318300000,1.947e+09,2.115e+09,1.752e+09,1.805e+09
"PE(38:3)",2.519e+10,3.101e+10,3.42e+10,2.879e+10,3.049e+10,3.17e+10,3.243e+10,1.963e+10,2.252e+10,1.819e+10,2.093e+10,2.786e+10,1.625e+10,3.177e+10,3.457e+10,3.683e+10,3.13e+10,3.451e+10,2.681e+10,2.821e+10
