"","Count (COLD1)","Count (COLD2)","Count (COLD3)","Count (COLD4)","Count (RT1)","Count (RT2)","Count (RT3)","Count (RT4)","Count (RT5)"
"Notch1",2590.25572810769,3628.62158158404,4211.16983286978,1777.30633656837,6163.66400154455,7555.18017180927,3111.09736435901,1044.80747095083,2489.28184301522
"Ndufa3",6008.51052613432,10609.4746367027,4908.7541985363,6046.59719476398,4671.46335062117,3570.45995466063,4001.08364232405,4941.574869875,2415.18668999323
"Mpdu1",3361.85604597884,5760.1300779002,4858.59344983453,2572.62054559834,3180.30473925849,4278.75809576775,2231.39004244362,1240.70887175411,1369.18383828924
"Rbm42",2287.82763741667,2366.84065353218,5671.66419041908,1269.18892524366,4574.55367147601,8819.68789611707,1198.35495945437,2457.11989534657,1984.01595910997
"Klhdc3",2839.55455962327,3872.96645971471,4314.99091739206,1741.95903838926,4340.09477031835,5554.85351972557,2175.71236384138,2783.62223001871,1641.91706111485
"Ptp4a2",2800.32064515524,1702.90354615252,2111.41756163277,9941.42761287465,2104.91991261538,1213.81153833899,3440.02395794763,10722.9441168369,10482.0994136847
"Palm",1878.32365515667,4510.86681778537,5128.06165797661,2106.47805086133,5608.25691569108,23473.7825660163,5241.4110056478,4505.73221847545,2495.58781348517
"Parva",2440.67642919835,1736.45089622374,1021.87943866868,5155.18251880955,778.403551843411,1874.3104183898,4255.48780455275,3333.36104467597,498.171667126541
"Vac14",3481.19253581908,4649.0618718101,5338.03688510031,2406.93008538376,3464.78153932978,6799.08276964584,2369.29936944301,2703.13560798325,1345.53644902691
"Qsox1",2559.19554582051,3453.37423046572,3651.23589387325,2093.22281404416,3970.17072626961,5509.95118358176,2424.12046837445,888.390073410226,1172.12226110311
"Set",3189.39029696315,1098.0498314356,1916.60721202356,5526.32914969021,2248.72137199208,1187.73921412646,2278.50192433782,6545.23284854371,6853.80165453366
"Uso1",1901.21010526302,810.644175601567,579.76493266933,3470.66283996135,563.74340233907,357.770226694189,1947.00559173679,2366.0029647404,2724.96748932983
"Ttc7",2736.5655341447,3171.47634852398,3986.02972823159,670.49406233499,5983.39115754333,1964.11509067741,786.34013779779,2082.02186435114,1657.68198728974
"Ccser2",1259.5721290672,684.466082796382,170.313239778113,2818.94702978401,79.195006613252,114.42853404389,2303.34273479113,2151.87817781588,2570.4712128159
"Tmem63b",2197.09921020937,3649.65126371823,4155.17643897013,1176.4022675235,1987.16944225621,4536.58441298057,1675.46983609202,660.597746894783,899.389038277506
"Fam221b",1887.31476055559,2819.47952613491,4650.95128078998,1624.87111317096,4607.89893741843,8099.80205535994,1784.25545428409,2712.24730104387,1159.5103201632
"Vldlr",2194.64709055511,1558.70001151802,1284.3484725733,5102.16157154089,188.609160486824,472.198760738079,2845.55766640987,379.653877525737,1904.40308192678
"Tspan4",2497.89255446422,3901.00603589364,3242.9507300216,1454.76224068399,5252.92142549215,7084.42987352744,2357.30725405176,692.488672606945,2540.51785308361
"Crtc2",3305.45729393105,3944.56752031448,3349.10487262303,1289.07178046941,4391.15470879269,3812.35318485468,2108.04256984789,2082.02186435114,1925.68573226288
"Fbl",3054.52371597932,3923.0371314628,4126.01321298072,1217.2725810431,5001.78989136329,2550.74238545938,1386.80248703118,2838.29238838241,1841.34337722722
"Col18a1",1910.20121066194,3351.7307668171,4843.42857232004,3758.96424073471,3880.55532404935,16725.3959823393,3984.80862857878,2195.91802760887,1826.36669736107
"Fcho1",1745.091820609,1912.69966077701,3260.44866561525,80.6360239710944,4376.56615494288,299.831728444118,197.013324284849,1189.07594441061,1384.16051815539
"Ermp1",1708.31002579523,639.903184940582,556.434351877808,4634.91447373578,316.780026453008,369.357926344203,2884.10375159603,1638.58613540108,1768.03647051397
"Usp47",1412.42092084888,330.967140254871,113.153316838883,3061.95970476539,103.161916509368,98.4954470251209,1981.26877856894,1869.41569293673,2202.36018663221
"Nudt18",2352.4001216453,3530.98377167526,5156.05835492644,4387.48338648201,2932.29932381173,9493.22293827415,3599.34777671712,2451.04543330616,2125.90029468399
"Eri3",1911.8359570981,3410.81415947985,4015.19295422099,1701.08872486966,4135.85501642102,8343.14374801024,2281.07166335023,3360.69612385783,1276.17077385739
"Icosl",3885.79227877058,2806.96185819789,2380.88576977485,278.35997316049,2885.4075435802,117.325458956394,741.797994915998,3899.80462994437,3360.29401417792
"Iglc2",3951.18213621729,3745.78695347457,296.298376052334,58.5439626091507,1111.85621126763,33.3146364937909,413.727980998184,5242.26074087538,2408.09247321453
"Prr5",1983.76480028948,2970.69295481414,3212.62097499263,869.322614592483,3734.66978555125,6584.71032612058,1790.25151197972,1488.24319990089,905.695008747462
"Rara",1794.13421369403,2877.5615053627,3667.56730042731,519.163442005676,4479.72807145224,4372.90815542412,1085.28644290828,1799.559379472,1092.50938391991
"Ipo13",2180.75174584769,3409.81274604489,4072.35287716022,1311.16384183136,3279.29849752505,5363.65647550033,1722.58171798623,1556.58089785552,1103.54483224234
"Zfp36l2",4768.55535430113,4971.51699786779,9053.43187615024,3946.74676231124,6833.69543907509,6245.77011135766,5168.60173362948,3749.46169444418,6177.48632163086
"Gpd2",4735.04305235969,2873.55585162285,1796.45472094722,14653.6643013772,599.172747402894,351.976376869182,3297.83173259422,2510.27143820018,3353.19979739922
"Glycam1",3241.70218292051,1345.89965658864,254.303330627593,8.83682454477747,1085.80522225011,8.69077473751067,248.408104533071,4683.4102331575,2906.26414034107
"Ost4",3361.03867276076,4950.98802245108,5790.65015245584,2570.41133946215,4603.73077917562,8276.51447502266,3874.3098510451,3384.99397201947,2084.12324032053
"Anapc5",4233.9932696743,5610.91947609089,6160.43985800147,3642.98091858451,6987.91729405879,9184.70043509252,4534.73277723475,4264.27235236908,3259.39848665862
"Mapk3",4626.33241435454,6763.04563301443,6496.40022139939,4911.06524076008,6729.49148300502,13512.7062543728,5420.43615684577,7075.22966156964,2732.84995241728
"Phf1",2389.99928967715,3491.42794099427,3962.69914744007,820.720079596207,5617.63527173739,4814.68920458091,1769.69359988043,2271.84880311401,2887.3462289312
"Cnbp",4072.1533724937,3357.23854070939,3608.07431940893,13172.3915870589,2996.90577657517,2717.31556792833,5141.19118416376,15254.4927989841,11030.7188445709
"Xpo6",2647.47185337356,2557.10920617492,3574.24497726122,743.397864829404,4321.33805822574,4135.36031259882,1481.88283049039,1729.70306600726,1209.1698376141
"Arpc3",7040.03552735613,9076.81137449364,8857.45499750145,5231.40013050826,11779.2151941605,8547.37695434174,5464.12172005676,8001.58512273244,4980.14017864792
"Adat3",2339.32215015595,84.1187285367901,194.810349609211,493.757571439441,4184.83087577395,3912.29709433605,1277.16028916831,1383.45872970379,203.367547656088
"Ly6a",2282.10602489008,171.241697378466,1519.98733856768,1590.62841805994,447.034971540594,265.068629494075,3089.68287258892,4876.27440294057,1500.82097184958
"Mccc1",4399.10265972723,3759.80674156403,3983.69667015244,4032.90580162282,1857.95653672932,5195.63483057513,5055.5332170834,1552.02505132521,2560.22401080222
"Dazap1",3316.08314576614,4543.41275442163,6435.74071134144,2993.47431454337,7009.80012483351,8175.12210308503,2238.24267981005,3473.07367160545,2557.07102556725
"Cox14",2716.1312036926,4889.40109620093,7764.41728741863,3068.58732317397,4244.22713073389,10095.7833200749,2631.41274870894,3173.90641611517,1619.05791816126
"Nat6",1555.46123401355,3088.35903342215,3878.70905659059,1107.91687730147,2986.48538096816,6345.71402083904,1916.16872358786,1350.04918848152,809.528959080629
"Dhrs4",2625.4027764853,3695.71628172648,4860.92650791368,2574.82975173453,1861.08265541142,4600.31676105565,2836.99186970183,1046.32608646093,1172.91050741186
"Dmwd",1789.22997438553,3089.86115357459,3727.06028144569,1322.20987251233,3302.22336786047,8301.13833677894,2221.11108639398,1151.11055665804,748.833993307301
"Dpp9",2229.79413893272,3144.93889249749,4303.32562699629,1021.75783798989,4530.78800992658,5308.61490216276,1821.94495979945,1160.22224971865,1328.98327654327
"Fzd4",3197.56402914399,2349.81662513783,1280.84888545458,8485.56076912256,577.289916628179,2262.49835666528,10627.5839756614,1527.72720316357,8972.60773243895
"H3f3b",6449.07469068151,8458.43857840474,7652.43049961933,5824.57197807645,8198.76726359299,6562.9833892768,2525.19686952929,10513.3751764427,6893.21396997089
"Naa38",1684.6062024708,3592.57069792541,5697.32782928975,2296.46977857404,3362.66166238111,6945.37747772727,1560.68816020433,1573.28566846666,936.436614788498
"Mup17",1112.44494981211,64.5911665550353,20.9975227123701,4935.36650825821,18.7567120926123,46.3507986000569,1433.91436892538,2798.80838511974,1225.72301009774
"Szrd1",3228.62421143117,5348.54915613091,7092.49656062279,2785.8089377411,6417.92165435552,9623.58455933681,2368.44278977221,3433.58966834277,2520.811695365
"Egfl7",3070.05380712291,5012.57494870123,5753.32122318941,3209.97651589041,5363.37761892642,11153.1609131387,3291.83567489859,4135.19003401033,2453.02251281297
"Prr13",3201.65089523441,3423.83253413435,3783.05367534535,1643.64936532861,6436.67836644813,6079.19692888871,2359.02041339337,4139.74588054064,2307.19694569523
"Ccng1",1335.587838349,271.383040874644,512.106248373915,6871.73568663258,307.401670406702,262.171704581572,2272.5058666422,3435.10828385287,4521.38082695861
"Btbd2",1880.77577481092,3488.92440740687,2638.68868752118,933.38959254212,4727.73348689901,8987.70954104228,2424.97704804525,1561.13674438583,1040.48512754278
"Vat1",4251.15810725406,6517.19863473131,5815.14726228694,3542.46203938767,5735.38574209657,10244.9749530688,5314.22027766611,4873.23717192037,2777.77999201571
"9530068E07Rik",1123.0708016472,2816.97599254751,3879.87558563016,4426.14449386541,3731.54366686915,6206.66162503887,5172.0280523127,2780.5849989985,3932.56083432645
"Gm28437",522.301486355575,280.896468506781,1342.67492455211,371852.472241168,1247.32135415872,1280.44081132657,54096.4325299364,1461605.16523817,185698.218399271
"Notch2",3511.43534488818,2214.62581141799,2448.54445407027,1070.36037298617,3295.97113049627,1152.97611517641,1919.59504227108,1143.51747910752,2389.17456180466
"Rpn2",9223.23939285807,9344.18876162844,6445.07294365804,7301.42628012238,9065.74417809596,8283.75678730392,9794.13195596943,4847.42070824862,5327.75680080426
"Ruvbl2",2376.10394496973,3435.34878863641,5418.52738883106,1272.50273444795,3316.81192171028,4197.64419821765,1536.70392942183,1322.71410929967,982.154900695681
"Ppa1",6010.96264578857,6806.10641071779,5093.06578678933,7045.15836832383,4396.36490659619,4637.97678491819,7969.61725715756,3761.61061852501,5455.45270282087
"Rpl36al",5577.75484020413,6549.24386465009,2856.82961792191,3486.12728291471,4750.65835723442,2427.62307667798,2695.65622401922,8314.41991781365,2994.54772692046
"Exosc5",1190.09540553007,2224.13923905013,3746.89127511849,1032.80386867087,3106.31993044874,5273.85180321272,949.090275250492,2091.13355741176,960.872250359579
"Vsir",1921.64443571511,2062.4109693038,2572.19653226534,706.945963582197,3400.17508656633,3922.43633152981,4437.08269476313,777.53114117271,2342.66802958873
"Hipk3",1833.36812816206,1319.36220056215,981.050922283514,5605.86057059321,673.157556212642,776.375876550953,2662.24961685788,2946.11408959972,5419.19337261862
"Pgrmc1",2036.89405946493,2300.24666010723,3559.08009974673,7889.07511235008,2109.08807085819,4326.55735682406,4045.62578520584,3439.66413038318,4615.97038400795
"Ndufa5",2268.21068018266,2171.56503371464,926.224057423437,5513.07391287304,398.059112187662,417.157187400512,1982.98193791055,4009.14494667179,1607.23422353009
"Rtn4",1410.78617441271,1630.30107211779,573.932287471449,8214.93301743875,486.63247484722,796.654350938478,3570.22406790979,4742.63623805151,1921.74450071916
"Eif5a",17226.957944335,18283.3057888148,17838.562073198,17186.5191365241,15313.8133840573,20947.6640423132,9930.32812362721,17321.3285082342,10275.5788807937
"Slfn2",2358.93910738997,1798.03782247389,954.220754373263,480.502334622275,3088.60525791683,544.621883550668,967.935028008173,4118.4852633992,2854.23988396393
"Eno1b",4538.05610680149,3585.0600971632,3482.08918313471,3956.68818992411,2459.21336325362,1419.49320712674,2081.48860005297,4918.79563722345,1116.945019491
"Rnf213",3061.88007494207,1482.59259046093,1469.82658986591,1961.7750489406,2537.36633030617,579.384982500711,4009.64943903209,2757.80576634696,4323.53100346373
"Mob3a",3169.77333972914,2895.08624047453,3930.03633433194,436.318211898387,5819.79094651332,1840.99578189601,1113.5535720448,1169.33394277927,1561.51593762291
"Cacnb3",1928.18342145978,1800.04064934381,2456.7101573473,135.866177375954,6388.7445466559,764.788176900939,257.830480911912,2981.04224633209,2628.801439663
"Acbd4",2654.01083911823,4411.72688772415,7296.63914254861,3359.09793008353,4368.22983845727,11222.6871110388,3324.38570238913,1864.85984640642,1300.60640942847
"Ahcyl1",3534.32179499453,2272.70779064578,1899.10927642992,7002.07884866804,827.379411196344,556.209583200683,3563.37143054336,3324.24935161536,3480.10745310709
"Cxcr5",3242.5195561386,2192.59471584883,2263.06633677767,24.301267498138,3413.72160085544,27.5207866687838,319.504217209777,2779.0663834884,1890.21464836938
"Med16",1916.74019640661,3413.31769306725,4919.25295989248,1192.97131354496,3159.46394804448,5711.28746500076,1405.64723978886,1093.40316727412,867.07093961898
"H2-Ke6",2351.58274842721,3905.51239635097,5194.55381323245,1660.21841135007,4031.65106035095,5916.96913378851,2284.49798203345,3333.36104467597,1485.05604567469
"Cds2",1060.95043707283,525.742053354938,1936.43820569635,2730.57878433624,2293.52907310221,887.90748568234,3659.30835367338,741.08436893024,3692.14571015937
"Prkar1a",6668.13071312798,7304.81030132876,9451.2182786457,9128.43975475512,7690.25195797105,8738.57399856697,6001.19717365067,4909.68394416284,8677.01536665975
"Rbpms2",2135.79621885308,3707.73324294602,4311.49133027333,3213.29032509471,1102.47785522132,2796.98100302218,2404.41913594597,1356.12365052193,988.460871165637
"Ptdss2",2054.87627026278,3339.21309888008,4724.44261028327,1846.89632985849,1831.9055477118,3415.47447184169,1893.04107247616,820.052375455593,845.788289282878
"Coq7",2569.00402443751,4290.0551553763,5016.0748701773,3513.74235961714,1522.4197981837,2857.81642618476,1439.91042662101,2390.30081290204,788.246308744527
"mt-Co3",501.867155903479,298.421203618613,1307.67905336483,385134.219531968,1344.23103330388,1261.6107993953,50148.4568272022,1498199.24318513,189801.040436286
"Mut",1566.08708584864,1067.00601495178,334.793834358345,4260.45403365084,381.386479216451,286.795566337852,2558.60347669063,1380.42149868358,2598.05983362196
"Arhgef18",4119.56101914256,3784.34137072059,3664.06771330858,1051.58212082852,3869.09288888164,1883.00119312731,945.663956567277,639.337129753342,3074.16060410366
"Tnks1bp1",3181.21656478231,3937.05691955227,4886.59014678435,2892.95543534652,5080.98489797654,11829.5928802083,4550.15121130922,1977.23739415404,2596.48334100447
"Samhd1",5603.09340996473,5759.62937118272,6802.03082976834,1944.10139985104,15880.6829050784,5564.99275691933,3993.37442528682,7031.18981177666,6711.91731895965
"Psmd8",7169.18049581337,6951.81206550473,6881.35480445951,6375.76890905694,5123.70851996527,5909.72682150725,4794.27641748827,4010.66356218189,3379.21192558779
"Nfib",1445.93322279032,693.979510428519,470.111202949175,3249.74222634191,404.311349551866,111.531609131387,2532.04950689572,2993.19117041291,1883.90867789942
"Rasal3",2842.00667927752,2563.11768678469,3604.5747322902,64.0669779496366,5265.42590022056,195.54243159399,261.256799595126,1851.1923068155,3179.78560947542
"Parp1",4243.8017482913,3995.13889878005,4569.29424801965,1926.42775076149,5828.12726299893,2248.01373210276,1954.71480877403,2678.8377598216,2996.12421953795
"Ier5",2066.31949531595,2225.14065248509,4394.31489208323,653.925016313532,5595.75244096268,1474.53478046431,807.754629567882,1785.89183988107,3105.69045645344
"Timm17a",3008.75081576662,3163.96574776177,1311.17864048356,5658.88151786187,765.899077115003,814.035900413499,2240.81241882246,1969.64431660353,1843.70811615345
"Sh2d3c",2549.3870672035,3588.06433746808,4687.11368101684,1035.01307480706,6202.21946529048,5327.44491409404,1649.77244596791,1518.61551010295,2081.7585013943
"Kdm4a",2568.18665121943,1284.31273033849,3127.46435510357,520.268045073773,3650.2645811345,3176.47816656015,791.479615822612,246.015712636678,803.222988610673
"Slc44a2",2821.57234882542,2139.01909707838,1885.110927955,487.129953030858,3033.37716119969,716.98891584463,799.188832859846,510.254811394591,1837.40214568349
