gene_symbol,I1_0,I2_0,I3_0,I1_2,I2_2,I3_2,I1_7,I2_7,I3_7
Aff3,3.85,4.13,3.97,1.43,1.57,1.13,4.52,4.78,4.51
Arhgap39,2.09,2.11,2.11,2.92,3.14,2.78,2.13,2.53,2.48
Tmem145,0,0,0,0,0.05,0.05,0,0.04,0
Tmem161a,12.27,10.46,12.59,15.17,15.27,14.82,12.29,11.91,12.18
Rapsn,0.07,0.12,0,0,0.04,0,0.19,0.34,0.38
Ncapd2,41.38,41.88,42.09,30.58,30.6,31.12,6.62,6.22,6.64
Srpk1,29.11,29.16,30.97,23.32,22.61,24.26,14.66,15.53,14.89
Hist1h4m,2.84,1.77,3.18,2.13,3.81,2.86,8.79,7.66,10.09
Akirin1,23.64,23.91,23.09,22.16,21.61,20.66,18,17.44,17.4
Tfb1m,3.24,3.67,3.46,6.75,5.93,5.29,3.47,3.59,2.94
Gm40353,0.05,0,0,0.06,0.11,0,0,0.05,0
Nup37,11.79,12.27,12.06,11.39,10.02,9.58,5.72,5.17,5.82
Strada,11.66,12.28,12.02,15.97,15.34,15.57,8.65,8.4,10.33
Btk,0.02,0,0,0,0,0,0.12,0.02,0.05
Nradd,19.45,20.33,20.49,6.12,4.84,6.16,12.98,10.72,11.35
Rwdd1,46.64,47.43,45.51,35.83,36.79,46.22,30.36,32.05,32.8
Bag5,12.01,11.77,11.87,15.53,14.66,15.8,14.13,15.04,14.72
Dock7,25.2,27.7,25.72,24.23,21.78,20.6,25.05,26.62,26.52
Msh4,0,0.05,0,0.02,0.04,0.02,0,0,0
Trmt10c,8.7,9.16,8.96,10.04,9.71,11.25,6.19,5.96,5.41
Nsa2,45.61,45.71,44.39,64.15,64.49,71.87,51.96,51.9,49.73
Fras1,0.57,0.55,0.56,1.18,0.99,0.95,0.2,0.25,0.29
Cops5,40.4,38.49,36.78,32.63,30.99,32.87,28.61,28.28,28.61
Dmac1,21.18,17.44,15.7,19.18,21.29,19.14,15.57,13.64,15.98
Tmem40,0.4,0.26,0.44,0,0.1,0,0.43,0.19,0.19
Mrps31,6.89,8.21,9.38,8.18,8.69,7.07,7.33,7.27,6.96
Gbx2,0.33,0.32,0.57,0.09,0.03,0.14,0.06,0.14,0.06
Capn3,0.02,0.02,0,0.02,0.04,0.09,0.02,0.07,0.09
Endov,4.59,4.59,5.06,6.16,5.94,5.32,5.9,5.95,5.32
Atxn7l1,23.58,25.33,22.89,16.86,15.58,15.37,19.05,20.58,22.76
Trim52,0,0,0.02,0,0,0,0,0,0
Spp1,116.03,115.17,141.12,32.61,30.3,35.25,128.61,93.42,108.44
Ect2l,0.02,0.02,0,0,0.04,0.01,0.01,0.03,0.02
Pbrm1,20.68,24.32,22.92,17.65,16.96,16.76,14.63,15.97,16.11
Btg2,14.21,13.52,13.7,24.4,22.24,20.91,25.85,25.91,24.98
Ccdc180,0,0,0,0,0.02,0,0,0,0
Wfdc13,0,0,0.06,0,0,0,0,0,0
Syvn1,29.87,28.98,29.84,33.8,34.54,29.63,25.09,26.88,28.06
Prkab1,19.7,20.94,21.03,23.36,22.27,21.52,16.56,15.46,15.37
Tuba1c,161.25,152.34,157.64,170.4,168.27,162.77,52.22,49.78,46.8
Unc5c,1.14,1.3,1.39,3.06,3.11,3.21,2.3,2.2,2.45
Ly6a,227.88,238.89,210.46,456.6,448.55,440.86,846.82,599.49,643.77
Tmem30c,0.09,0,0,0,0,0,0,0,0
Cxcl2,0,0,0.18,0.18,0.18,0.3,0,0,0
Zfp28,2.84,2.66,2.91,2.55,1.94,2.48,3.55,2.57,2.89
Naaladl1,0.08,0.11,0.24,0.22,0.24,0.03,0.03,0,0
Bhlha9,0,0,0,0.05,0,0,0.05,0,0.06
Rps21,339.45,300.83,305.99,536.19,486.19,542.69,407.18,353.11,334.83
Csnk1g3,14.33,15.06,15.86,14.68,15.39,15.5,12.49,12.78,12.58
U2af1l4,11.69,11.35,10.52,8,12.29,9.83,11.55,10.21,12.7
Sec62,46.32,50.45,46.2,48.79,51.07,56.64,52.09,52.33,54.59
Btla,0.02,0.02,0,0,0,0.04,0,0.04,0
Cyth1,3.72,3.23,4,4.21,4.89,5.25,4.21,4.37,5.15
Tatdn2,16.93,17.05,15.78,10.76,10.58,11.89,9.54,9.11,9.03
Arfgef1,15.98,16.55,16.57,13.44,12.17,12.93,11.53,11.41,10.66
Ppl,0.02,0,0.02,0.35,0.62,0.4,0.99,1.1,0.8
Ptger4,10.5,10.73,10.51,3.34,3.3,3.29,6.77,6.81,7.62
Cep295,6.47,7.16,6.99,5.83,5.82,5.6,2.77,2.99,2.8
Btbd7,13.39,13.61,13.03,15.89,14.69,14.3,15.59,15.85,16.6
Casc1,0.19,0.29,0.3,0.14,0.11,0.15,0.28,0.25,0.29
Sem1,134.11,116.88,124.64,119.32,114.1,118.69,99.45,87.1,84.91
Phldb3,0.47,0.35,0.58,0,0,0.03,0.44,0.57,0.52
Gm13285,0,0,0,0,0,0,0,0,0.22
Stip1,108.55,105.52,106.74,110.86,108.97,115.61,57.11,54.04,60.07
Zfp90,4.28,4.8,4.3,3.11,3.7,4.11,4.59,4.68,4.68
Gpsm3,12.99,11.74,11.82,5.94,6.51,5.3,14.31,14.6,17.08
Map3k2,5.9,6.13,6.37,5.43,5.38,5.22,6,6.47,5.92
Sprr2d,0.1,0,0,0,0,0,0,0,0
Pm20d2,0.04,0.04,0.01,0.59,0.45,0.34,0.24,0.3,0.29
Proz,0.17,0.18,0.27,0.13,0.32,0.3,0.39,0.22,0.3
Elac2,13.59,12.04,12.55,18.63,19.44,17.11,8.47,9.44,8.6
Scyl2,11.65,12.67,11.87,10.75,10.53,10.39,12.63,10.25,11.13
Wdr37,5.47,6.41,4.81,6.02,5.49,5.65,4.47,5.28,5.18
Sele,0.08,0.19,0.04,0.21,0.16,0.1,0.02,0.02,0.02
Smok2a,0,0,0,0,0,0,0,0.03,0.08
A830005F24Rik,0.4,0.78,0.14,0.21,0.21,0.2,0.2,0.07,0.15
Rims2,0.06,0.03,0.02,0.18,0.1,0.22,0,0,0
Plek2,0,0.04,0.04,0.04,0,0.04,0,0,0
Tmem202,0.2,0.05,0.2,0.14,0.2,0.2,0.36,0.35,0.3
Pde4b,9.35,10.49,8.52,27.19,25.25,28.28,4.61,5.08,4.63
Inpp5a,24.91,25.06,25.07,17.86,18.67,18.76,25.76,25.67,25.6
1700017N19Rik,0,0,0,0,0,0,0.04,0.04,0
Ftsj3,30.9,32,31.32,36.16,36.53,36.77,15.41,13.5,14.96
Zcchc7,9.9,10,10.38,10.68,12.43,11.95,10.72,10.03,9.46
Rsph1,0.92,0.85,0.99,0.11,0.17,0.22,0.75,0.6,0.54
Vcpkmt,6.61,4.65,5.9,6.25,5.05,5.33,4.08,2.82,3.57
Cox15,6.13,5.72,5.53,6.99,6.86,6.4,5.93,5.76,4.92
Pde8b,7.48,8.16,7.08,1.52,1.53,1.36,5.33,5.71,6.2
Ing2,2.88,3.17,3,3.82,3.42,3.24,2.24,2.55,2.53
Cdcp2,0.04,0,0,0,0.02,0,0.02,0,0.05
Serpinb1c,0.03,0.03,0,0,0,0,0.04,0.08,0
Mov10,8.8,8.75,8.74,8.72,9.76,9.9,11.77,10.02,11.1
Ikbkg,6.29,6.26,5.9,4.93,5.08,5.31,6.81,6.95,6.05
Lgmn,52.31,54.69,49.21,130.84,131.7,136.19,159.6,161.93,150.18
Lgi3,0.75,0.92,0.67,1.75,1.54,1.87,0.75,0.53,0.63
Ecscr,11.65,9.88,11.25,0.62,0.5,0.7,4,2.84,4.7
Krt23,0.04,0.04,0,0.08,0.24,0.04,0.16,0.12,0.13
Folr1,0.07,0.34,0,0.07,0,0,0.2,0,0.08
H2afy2,19.07,19.01,18.29,10.72,9.59,11.18,11.54,11.74,10.15
Scube2,0.05,0.14,0.1,0.14,0.05,0.03,0.31,0.57,0.31
Gdf1,0.06,0.34,0,0,0,0,0,0,0.34
Eif4g2,199.41,210.09,203.86,180.01,182.22,178.08,139.71,137.25,138.27
Ikbip,60.53,62.16,65.63,52.82,50.13,56.58,52.44,48.37,52.71
1700025G04Rik,5.53,6.24,5.16,6.75,7.32,6.65,3.52,3.5,3.62
Ppm1g,66.16,67.61,68.58,47.62,52.11,52.69,29.73,28.13,32.32
Pkhd1,0.02,0.02,0.02,0,0,0,0,0.01,0.02
Hgf,13.38,14.72,15.82,64.37,61.18,57.2,23.74,21.21,23.78
Tnfaip8l1,0.27,0.31,0.18,0.16,0.1,0.1,0.05,0.1,0.06
Aldoc,0.11,0.11,0.22,0.07,0.09,0.15,0.63,0.46,0.59
Gm15246,1.42,1.65,1.58,1.94,1.89,1.65,0.92,1.02,1.07
Ncor1,26.48,29.24,28.27,31.35,29.88,28.22,28.75,30.23,29.11
Tmem132a,26.46,25.07,25.39,25.54,25.63,26.2,18.9,19.05,20.04
Nat8l,0.3,0.39,0.3,0.27,0.17,0.22,0.59,1.04,0.81
Lonrf1,2.04,1.85,1.82,0.73,0.85,0.73,1.52,1.8,1.7
Cdan1,4.07,3.6,3.79,4.15,4.2,4.13,2.74,2.49,2.88
Iws1,14.27,14.79,14.63,8.16,8,8.2,6.66,6.04,7.07
Tbc1d1,16.24,14.85,16.52,9.24,8.36,9.32,7.29,6.89,6.62
Spns3,0,0,0,0.07,0,0,0.05,0.03,0
Kcnab2,1.3,1.53,1.29,1.52,1.75,1.86,1.13,0.91,1.16
Gm5640,0,0,0,0,0,0,0,0,0.02
Ormdl1,5.29,5.38,5.06,2.67,3.6,3.52,3.04,2.78,3.45
Ifitm5,0.29,0.51,0.4,1.51,1.09,1.46,0.87,0.49,0.87
Ces4a,0,0,0,0,0,0,0,0,0.05
Rab6b,1.5,1.28,1.31,3.04,3.09,2.95,3.57,3.69,3.39
Gm14308,0.24,0,0,0,2.3,3.22,1.73,0.94,2.29
Tmprss11e,0,0,0.02,0,0,0,0,0,0.02
Lipt1,3.08,2.46,3.16,1.66,1.67,1.42,2.17,2.77,1.8
Dph3,7.55,7.41,5.68,4.95,5.44,6.28,5.27,5.81,4.77
Fsd1l,0.67,0.75,0.72,0.7,0.7,0.72,0.68,0.76,0.92
Slc39a3,6.81,6.49,7.09,7.57,7.39,7.24,9.88,9.68,9.59
Tmem160,23.27,19.69,17.46,14.44,16.11,21.24,18.41,16.88,18.64
Smad6,41.33,37.35,42.76,25.74,27.03,25.6,15.9,17.75,20.21
Cpsf4,15.74,16.2,14.46,14.4,13.55,13.05,6.59,6.19,6.26
Mt2,49.09,37.84,42.16,1065.59,1017.22,1235.13,177.49,171.68,171.97
Zfp957,0.02,0,0,0.02,0,0.02,0,0,0
Nek4,3.22,3.18,2.98,4.04,4.02,4.47,3.09,3.29,3.03
Mtss1,3.33,3.94,3.27,2.13,1.95,1.76,6.8,8.25,7.26
Fam217a,0,0.03,0,0.08,0.05,0.03,0,0,0.06
Ptcd2,11.03,11.09,10.03,13.37,13.26,14.68,9.21,8.76,7.71
Hivep1,6.32,6.23,6.49,4.96,4.44,4.19,5.99,6.22,5.81
Scn4a,0,0,0,0.01,0.04,0.01,0,0.01,0
Kpna1,17.19,17.73,17.58,15.41,13.37,15.61,11.84,10.64,10.57
Hmg20a,10.63,11.27,10.97,15.28,14.68,14.37,15.35,17.1,15.44
Slc25a15,3.18,2.91,3.23,3.68,3.77,4.29,2.39,2.23,2.65
Ugt1a6a,9.6,11.94,9.81,12.89,11.68,11.29,31.95,30.41,28.98
Rnf113a2,8.52,9.52,8.83,11.16,10.92,10.57,9.13,8.15,8.19
Meioc,0.03,0.01,0.07,0.09,0.02,0,0.02,0.05,0
Coq9,13.82,12.53,13.26,25.28,24.06,24.69,20.52,20.27,18.66
Slc39a1,77.38,74.6,76.49,104.39,105.55,108.7,131.66,120.7,122.31
Cep104,10.76,10.06,10.79,11.55,11.21,10.75,7.13,6.79,8.49
Pcyt1b,2.11,2.63,2.42,0.48,0.6,0.37,1.54,1.49,1.61
Clk1,27.48,25.84,27.94,33.89,27.42,32.13,27.34,29.43,29.36
Atp6v0d2,0,0.02,0,0,0,0,0.26,0.24,0.31
Exog,3.14,4.1,3.56,3.89,3.48,3.26,1.93,1.57,1.86
Supt20,28.39,29.04,29.67,23.2,21.25,19.49,19.76,19.46,19.98
Gcgr,0,0,0,0,0.03,0,0,0,0.11
Baiap2,9.92,9.77,10.33,24.79,23.18,23.29,17.34,16.44,16.08
Gns,101.57,104.44,100.2,98.01,100.8,103.41,193.74,188.2,185.11
Arl6ip5,61.96,61.13,66.85,45.15,45.12,44.38,69.31,60.36,59.86
Bdh2,2.69,2.47,3.15,0.39,0.28,0.51,7.69,6.76,6.01
Tsga10ip,0,0,0,0,0,0.04,0,0,0
Kcnj9,0,0.04,0,0,0.04,0,0.04,0.06,0.04
Slc35f3,0.02,0,0.04,0,0.02,0,0,0.05,0
Cel,0,0.03,0.03,0.03,0,0,0,0,0
Gm20604,3.25,3.04,2.64,4.25,3.86,5.1,2.48,2.55,1.76
Atp5a1,211.96,207.17,209.2,246.98,248.46,243.89,171.64,167.24,164.54
Afg3l2,19.3,19.96,20.13,23.61,24.49,24.74,15.52,15.03,14.71
Rabgap1l,4.11,4.69,3.71,5.36,5.19,5.6,7.72,7.32,7.63
Fam173b,8.33,8.73,9.44,10.53,10.36,12.32,5.94,4.78,5.47
Ghrh,0.02,0,0,0,0,0,0,0,0
LOC102639505,0.1,0.1,0.28,0.27,0.19,0,0,0,0.22
Tpgs2,6.38,6.78,6.16,5.62,5.34,5.61,4.31,4.25,3.97
Trim13,4.42,5.86,4,4.06,4.42,4.01,4.3,5.03,4.61
Gla,4.85,4.11,4.51,4.87,5.11,5.43,6.26,5.78,5.66
Rnmt,10.52,10.19,10.58,11.52,9.98,11.95,8.4,7.51,7.39
Naa35,15.59,16.31,17.2,18.8,16.4,15.4,11.4,11.84,12.03
Ddx31,4.54,5.32,4.74,4.06,4.49,3.92,2.58,2.44,2.3
Cpsf7,17.08,17.11,17.76,21.25,20.27,20.65,15.98,15.84,16.47
Dsg1a,0,0,0,0,0,0.01,0,0,0
Foxj1,0.02,0.07,0.02,0,0.07,0.05,0.02,0.07,0.08
Jpt1,79.87,79.79,74.38,53.76,53.26,54.31,38.83,39.1,39.88
Hnrnph1,118.11,128.81,126.11,111.71,103.84,108.6,58.55,56.83,56.09
Cggbp1,32.76,34.91,32.94,28.17,27.8,29.54,26,26.75,26.56
Tmem19,14.28,14.66,13.11,20.15,21.19,21.57,16.58,17.16,16.64
Mpnd,20.49,19.46,19.45,29.58,32.9,33.44,22.71,19.96,22.86
Mesp1,0,0.06,0.06,0,0.24,0,0.06,0.06,0
Aak1,4.87,5.06,5.15,5.05,4.29,3.73,4.49,4.74,5.01
Fam32a,20.36,21.06,19.8,26.72,28.74,27.85,28.83,26.8,24.95
Depp1,0,0.05,0,0,0,0,0.09,0.33,0.21
Mkrn3,0.23,0.14,0.12,0.17,0.23,0.26,0.34,0.16,0.23
Erbb3,0.03,0.01,0.01,0.03,0.06,0,0.03,0.1,0.08
Map4k2,2.05,2.3,2.21,1.69,1.57,1.86,1.89,1.89,1.61
Kyat1,1.3,0.92,1.44,4.24,3.52,3.93,2.68,2.36,2.8
Shox2,27.23,28.32,28.96,15.91,16.57,17.33,27.68,25.49,26.32
Nphp3,2.53,2.67,2.61,2.79,2.72,2.93,2.8,2.87,2.57
Mylk4,0,0,0,0,0,0,0,0,0.02
Snrpa1,31.72,31.06,31.08,17.68,19.41,19.69,9.28,8.68,9.88
Zfp110,10.4,11,9.66,11.2,11.86,11.18,9.8,10.88,10.24
Zfpm2,5.92,7.08,5.91,4.75,4.93,4.74,7.05,7.94,7.4
Cdkl3,3.18,2.88,3.67,3.45,3.49,3.49,3.62,3.96,3.91
Mcpt1,0,0.07,0,0,0,0,0.06,0.13,0
Slc39a6,45.19,43.61,43.84,30.18,29.39,28.72,27.22,25.45,26.65
Isg20l2,16.94,18.67,17.31,21.11,19.95,20.1,12.1,12.73,12.1
Gm1110,0.03,0.03,0.03,0,0,0,0,0,0
Tmem109,51.96,50.7,52.17,47.77,45.65,44.45,36.65,36.17,34.32
Pip5k1b,0.28,0.24,0.21,0.19,0.12,0.19,0,0.02,0.05
Pgrmc2,33.71,37.49,36.75,39.29,40.6,39.47,38.47,38.6,37.61
Ern2,0,0,0,0,0,0,0,0,0.03
Nts,0,0.12,0.05,0,0,0,0,0.05,0
A530016L24Rik,0,0,0,1.41,1.17,0.85,2.45,3.44,3.14
Ckap2l,38.48,41.6,39.7,27.56,26.4,27.45,3.92,3.96,4.51
Gngt2,3.47,4.74,3.19,2.58,2.35,2.12,6.77,5.51,5.63
Fam72a,3.55,3.93,3.11,2.04,2.6,2.58,1.18,0.83,1.22
Trem2,0.06,0.12,0,0,0.06,0.06,1.51,0.4,0.52
Pcdhga5,5.41,5.99,5.1,8.91,9.1,8.63,11.41,11.93,11.52
Oxr1,42.35,44.86,43.44,24.03,22.45,24.18,29.62,30.49,30.38
Cort,0,0.11,0,0,0.1,0.21,0,0,0
Pgap1,1.23,1.31,1.51,1.69,1.73,1.51,1.59,1.54,1.39
Gm10410,0.13,0.27,0.26,0.07,0.19,0.38,0,0.19,0
Anln,53.95,55.22,55.96,23.39,21.94,21.62,4.2,4.31,4.92
Ctgf,614.33,575.82,668.79,17.42,17.74,18.82,129.24,145.26,148.17
Krt20,1.56,0.87,1.72,0.06,0.09,0.25,0.46,0.49,0.96
Gale,7.18,7.01,8.42,6.24,4.42,7.07,4.39,3.73,3.71
Ttc27,6.45,7.12,6.52,7.28,8.39,7.96,5.07,4.38,4.69
LOC101055758,0,0,0,0,0,0.03,0,0,0.02
Foxn1,0.04,0,0.04,0,0,0,0,0,0
Arid1b,10.44,10.8,10.49,9.92,9.29,8.73,11.13,12.58,11.75
Svbp,16.58,12.3,12.84,11.54,12.15,11.46,17.72,15.71,13.53
Stxbp6,0.15,0.28,0.18,1.33,1.44,1.72,0.25,0.29,0.37
Epas1,1.88,2.35,1.8,29.79,31.57,29.94,8.7,9.34,9.84
Uchl1,31.99,32.23,32.38,6.63,9.29,8.1,7.17,7.47,4.97
Atpaf1,6.25,6.65,6.65,6.14,6.49,7.82,6.36,5.99,5.95
Fhod1,8.69,7.34,8.71,8.67,7.7,7.92,5.84,6.24,6.58
Mcpt9,0,0,0.03,0,0,0,0,0,0
Kin,10.47,9.34,9.36,11.48,10.99,11.31,7.01,7,7.96
Ubash3a,0,0,0,0,0.03,0,0,0,0
Edem2,12.11,11.35,10.79,17.08,16.36,16.8,12.09,11.72,11.09
Plk4,16.72,18.3,18.73,9.75,10.27,12.3,2.83,2.61,2.51
Dbpht2,0.19,0.02,0.08,0.04,0.04,0.02,0.16,0.1,0.07
Rab22a,19.72,21.33,21.84,19.34,20.65,20.71,28.27,24.96,27.32
Prelid1,288.05,280.29,268.3,217.53,222.54,211.63,217.26,198.61,206.37
Mospd2,10.25,11.09,9.75,10.26,9.41,10.29,11.8,11.52,11.37
Tmie,0,0,0,0,0,0,0.05,0.12,0.15
Nkap,5,5.78,5.65,4.99,5.76,5.66,5.13,5.25,5.41
Pald1,1.79,1.93,1.81,1.61,1.18,1.26,1.37,1.34,1.34
Clasp1,20.38,20.21,20.03,15.34,14.5,13.76,14.72,15.06,16.5
Gm40365,0,0.26,0,0,0,0,0.27,0.24,0.54
Hsd3b2,0,0,0,0,0.05,0,0,0,0
Pip4p1,17.82,17.55,17.46,21.43,20.21,20.97,26.89,25.34,25.72
Irak4,4.82,5.62,6.1,4.68,4.25,5.01,7.39,6.53,7.59
Becn2,0,0,0,0,0.03,0,0,0,0
Eef1e1,29.23,25.7,24.6,20.2,16.17,19.24,12.07,5.64,8.66
Cnppd1,14.78,13.5,14.28,13.05,13.51,13.4,19.92,19.82,20.71
Harbi1,3.04,2.46,2.24,3.93,4.18,3.5,3.25,2.84,3.01
Nosip,23.04,19.32,21.85,16.78,18.6,15.17,17.01,16.86,18.9
Zfp426,6.06,6.28,6.08,7.09,7.04,6.43,6.3,6.26,5.87
Gm46164,0,0,0.03,0.12,0.06,0.08,0.19,0.22,0.16
Gm32856,0.54,0.91,0.85,0.68,0.67,0.78,0.53,0.75,0.49
Zfp108,1.05,0.96,0.85,0.87,1.26,1.62,1.86,1.78,1.6
Slc35c1,10.78,9.81,9.72,9.48,10.87,9.79,7.26,6.99,7.78
Ift57,3.3,3.53,3.83,4.86,4.72,4.94,4.1,3.93,3.75
Ppp3cc,4.7,5.31,4.78,9.04,7.65,8.86,4.67,6.46,5.9
Zfp367,5.61,6.03,5.93,4.2,3.48,3.52,1.75,1.65,1.65
Ptms,342.74,318.78,313.32,354.75,365.3,377.44,298.98,297.08,302.24
Bdkrb2,0.41,0.43,0.3,0.45,0.22,0.32,0.12,0.07,0.07
Lck,0.36,0.5,0.33,0.15,0.09,0.06,0.24,0.36,0.27
Cdk7,5.89,6.17,6.45,5.76,6.06,6.38,6.87,7.34,6.24
Pank4,7.9,7.75,7.56,6.7,6.81,5.18,5.98,6.27,5.5
Edrf1,3.69,4.11,3.88,5.32,5.14,5.29,4.06,2.95,3.86
Plekhg5,3.31,3.31,3.28,6,5.9,5.49,5.7,6.33,6.33
Zkscan4,0.36,0.23,0.15,0.52,0.44,0.36,0.86,1.04,0.83
Dcn,42.75,45.75,39.06,104.89,114.72,119.99,799.58,893.03,779.34
Pdk1,2.84,2.82,2.73,5.24,5.92,6.69,6.57,5.93,6.51
Pcif1,8.88,7.54,8.38,10.52,10.77,10.38,9.91,10.28,9.57
Scrn1,11.64,10.64,9.1,2.01,1.86,1.71,13.34,16.75,15.83
Slc35f2,0.16,0.08,0.08,0.05,0.19,0.28,0.05,0,0.03
Cyp4a14,0,0,0,0.08,0,0,0,0,0
Prmt2,15.79,14.59,14.34,7.72,7.62,6.88,16.49,14.9,13.86
Map2k7,18.83,18.78,18.63,19.4,18.63,20.24,19.84,19.1,20.38
Trib3,15.65,14.12,14.64,1.39,2.04,1.53,23.63,23.35,21.92
Dbil5,0.13,0.13,0.13,0.39,0.39,0.13,0,0.13,0
Mapk7,12.76,11.4,12.84,11.65,10.82,11.49,16.53,18.26,16.63
Enox1,1.36,1.26,1.11,2.96,3.07,2.64,3.62,4.1,3.75
Srprb,44.58,41.99,45.45,32.93,35.45,32.77,21.43,19.82,20.06
Blvra,12.23,10.41,9.62,10.79,9.2,10.69,8.12,6.21,7.23
1700030J22Rik,0.33,0.61,0.14,0.37,0.28,0.14,0.22,0.16,0.18
Mrpl28,33.25,32.9,30.25,29.21,25.95,32.94,23.11,19.39,17.37
Dpp4,1.32,1.44,1.36,0.13,0.09,0.14,0.37,0.45,0.45
Hmga2,37.47,33.69,37.64,8.27,8.32,7.87,8.98,11.19,10.36
Cspg4,2.32,2.47,2.21,0.08,0.09,0.06,0.89,1.24,0.95
Cops7b,12.92,12.16,11.24,10.79,8.46,10.49,7.7,7.55,7.55
Gm38495,16.49,18.21,17.92,19.55,18.67,18.11,17.55,18.17,17.64
Abcc1,49.62,48.78,53.52,33.22,32.29,31.54,16.08,14.97,16.12
Plk2,51.69,52.87,52.26,22.61,20.71,21.42,26.54,25.05,24.95
Tmem267,23.05,22.89,23.1,25.52,24.66,24.73,16.06,16.7,18.1
Rabggta,6.74,5.99,7.32,3.49,3.48,3.23,4.72,4.65,4.21
Vmn1r58,2.22,2.34,2.59,2.53,3.53,3.46,2.85,2.12,2.36
Zbtb14,5.51,6.03,5.6,4.94,5.38,5.04,5.6,5.12,5.92
Bri3bp,7.49,6.79,7.1,10.29,8.19,8.19,6.68,7.06,7.36
Saraf,59.05,57.8,59.23,73.98,71.94,71.11,69.25,63.93,67.95
Me1,58.65,64.28,59.09,32.98,33.62,31.98,43.23,48.99,49.05
2010005H15Rik,0,0,0,0,0,0,0.14,0,0
Disp2,0.54,0.46,0.45,0.27,0.27,0.15,0.22,0.18,0.17
Ccr3,0,0.03,0.03,0,0,0,0,0.03,0.02
Mmp14,186.91,187.08,179.26,131.46,142.66,145.55,419.79,437.5,429.26
Zc3hav1,16.18,16.57,15.9,12.6,11.07,12.01,24.21,20.98,19.47
H2-M9,0,0,0.06,0.39,0.32,0.13,0.06,0,0
Snrpd1,78.74,79.59,79.71,61.23,50.97,54.56,27.85,25.28,27.7
A930018O16Rik,0.07,0.08,0,0,0,0.15,0,0.15,0.08
Ltc4s,0.32,0.79,0.54,1.43,1.3,2.13,4.96,6.83,5.32
Rab10,54.71,57.56,57.22,62.08,60.13,63.43,52.19,54.53,54.99
Map9,1.84,1.87,1.87,1.37,1.35,1.52,1.12,1.1,1.21
Nfyb,7.78,8.31,7.89,10.22,11.48,12.5,6.24,6.63,6.56
Cish,1.73,1.45,1.56,0.64,0.77,0.8,4.23,4.83,4.31
Emc6,27.62,25.53,24.87,24.16,23.26,25.67,17.38,14.75,17.29
Ndufs6,36.34,37.93,33.74,42.89,36.89,41.19,38.78,33.95,34.97
Scaf4,16.04,15.81,16.28,16.59,13.93,14.51,11.39,11.79,11.57
Scg2,1.36,1.47,0.65,0.95,1.21,1.31,65.92,95.02,81.02
Gm5621,0.09,0.09,0.09,0,0,0,0,0,0
Dhrs3,38.61,40.37,41.7,16.7,20.62,19.85,54.54,53.41,53.86
Ptprt,0,0,0,0.01,0,0,0,0,0.01
Ptprq,0.13,0.15,0.18,0.04,0.02,0.04,0.12,0.23,0.13
Lect2,0,0,0,0,0,0,0,0.03,0.04
Chrne,0,0,0.03,0,0,0,0,0,0
Icam5,0.62,0.57,0.38,1.02,1.25,1.09,0.93,1.08,1.03
Dok1,34.37,32.93,35.03,6.37,6.05,7.63,12.25,11.05,9.6
Crx,0.04,0,0,0.02,0,0,0,0,0
Eif3f,161.28,147.61,156.06,229.86,243.95,232.5,214.88,216.82,203.84
Tirap,4.95,5.58,4.44,2.74,2.95,2.79,4.54,4.11,4.17
Sclt1,2.94,4.07,3.66,3.04,3.38,4.15,2.21,2.21,1.98
Csrnp3,0,0,0,0,0,0.01,0,0.01,0
Pdcd6,31.92,32.11,32.71,29.43,30.6,30.38,33.72,30.8,29.05
Apc,13.52,14.72,14.64,11.91,10.41,9.65,12.1,12.17,13.03
Nes,5.05,4.97,5.64,0.25,0.31,0.47,0.99,1.33,1.22
Sema4f,0.16,0.09,0.08,0.05,0.1,0,0.07,0.03,0.07
Pax6,0.02,0,0.04,0.02,0.02,0.02,0.02,0,0
Pdgfa,18.18,17.43,18.26,6.68,6.08,8.14,12.46,12.19,12.72
Zscan22,3.64,3.69,3.45,4.46,3.89,3.88,4.52,3.74,3.96
Arhgdib,50.14,49.64,48.36,6.41,7.63,6.38,33.87,33.91,34.94
Zfp606,2.58,2.59,2.49,2.4,2.55,2.82,2.6,2.73,2.55
Mpp5,6.56,6.72,6.76,4.68,4.45,5.2,5.55,5.4,5.35
Cap1,199.25,197.98,193.86,97.35,97.55,92.39,163.1,150.71,144.36
Frrs1l,0.13,0.2,0.2,0.11,0.24,0.05,0,0.03,0
Ndufc1,30.61,28.92,31.42,37.29,33.18,43.12,33.64,25.44,24.64
Kmt2b,9.79,10.3,10.52,10.96,11.08,9.9,8.84,9.12,9.37
Clcf1,17.79,16.93,21.2,6.38,6.58,6.13,5.55,4.71,5.61
Nsun5,4.4,4.23,4.57,4.46,4.86,4.67,2.86,2.47,2.5
Synpo,30.88,35.48,30.22,30.51,29.56,29.65,39.49,41.63,41.84
Sgta,60.84,54.91,58.61,58.81,62.61,60.68,56.13,55.21,53.62
Bmp1,121.31,125.26,124.52,264.34,261.72,281.63,153.1,149.58,156.99
Selenom,89.59,86.91,80.37,35.98,38.63,34.88,83.8,66.02,70.46
Tmem178b,0.02,0.02,0.04,0.1,0.14,0.14,0.08,0.11,0.13
Slc9a2,0,0.02,0.03,0,0.02,0.02,0,0,0
